Trade Date,Index,Trade Start,Trade End,Delivery Start,Delivery End,Index Price,Price Currency,Duration,Traded Volume,Total Traded Volume,Traded Volume Unit,Alternate Volume,Total Alternate Volume,Trades In Index,Last Update Time,Component Type,Settle State
2015-01-17,ICE NGX AB-NIT Same Day Index (5A),2015-01-16,2015-01-16 23:59:59,2015-01-16,2015-01-19,2.6303,CAD,1.0,1163200.0,4652800.0,GJ,,,195.0,2015-01-17 02:15:02,Index,Settled
2015-01-18,ICE NGX AB-NIT Same Day Index (5A),2015-01-16,2015-01-16 23:59:59,2015-01-16,2015-01-19,2.6303,CAD,1.0,1163200.0,4652800.0,GJ,,,195.0,2015-01-17 02:15:03,Index,Settled
2015-01-19,ICE NGX AB-NIT Same Day Index (5A),2015-01-16,2015-01-16 23:59:59,2015-01-16,2015-01-19,2.6303,CAD,1.0,1163200.0,4652800.0,GJ,,,195.0,2015-01-17 02:15:06,Index,Settled
2015-01-20,ICE NGX AB-NIT Same Day Index (5A),2015-01-20,2015-01-20 23:59:59,2015-01-20,2015-01-20,2.4959,CAD,1.0,1406300.0,1406300.0,GJ,,,182.0,2015-01-21 02:15:03,Index,Settled
2015-01-21,ICE NGX AB-NIT Same Day Index (5A),2015-01-21,2015-01-21 23:59:59,2015-01-21,2015-01-21,2.5861,CAD,1.0,1193600.0,1193600.0,GJ,,,198.0,2015-01-22 02:15:03,Index,Settled
2015-01-22,ICE NGX AB-NIT Same Day Index (5A),2015-01-22,2015-01-22 23:59:59,2015-01-22,2015-01-22,2.5496,CAD,1.0,1286300.0,1286300.0,GJ,,,180.0,2015-01-23 02:15:11,Index,Settled
2015-01-23,ICE NGX AB-NIT Same Day Index (5A),2015-01-23,2015-01-23 23:59:59,2015-01-23,2015-01-25,2.5626,CAD,1.0,1341400.0,4024200.0,GJ,,,198.0,2015-01-24 02:15:00,Index,Settled
2015-01-24,ICE NGX AB-NIT Same Day Index (5A),2015-01-23,2015-01-23 23:59:59,2015-01-23,2015-01-25,2.5626,CAD,1.0,1341400.0,4024200.0,GJ,,,198.0,2015-01-24 02:15:01,Index,Settled
2015-01-25,ICE NGX AB-NIT Same Day Index (5A),2015-01-23,2015-01-23 23:59:59,2015-01-23,2015-01-25,2.5626,CAD,1.0,1341400.0,4024200.0,GJ,,,198.0,2015-01-24 02:15:04,Index,Settled
2015-01-26,ICE NGX AB-NIT Same Day Index (5A),2015-01-26,2015-01-26 23:59:59,2015-01-26,2015-01-26,2.5793,CAD,1.0,1197000.0,1197000.0,GJ,,,172.0,2015-01-27 02:15:03,Index,Settled
2015-01-27,ICE NGX AB-NIT Same Day Index (5A),2015-01-27,2015-01-27 23:59:59,2015-01-27,2015-01-27,2.6347,CAD,1.0,1216700.0,1216700.0,GJ,,,181.0,2015-01-28 02:15:03,Index,Settled
2015-01-28,ICE NGX AB-NIT Same Day Index (5A),2015-01-28,2015-01-28 23:59:59,2015-01-28,2015-01-28,2.5827,CAD,1.0,1057100.0,1057100.0,GJ,,,149.0,2015-01-29 02:15:02,Index,Settled
2015-01-29,ICE NGX AB-NIT Same Day Index (5A),2015-01-29,2015-01-29 23:59:59,2015-01-29,2015-01-29,2.581,CAD,1.0,1163400.0,1163400.0,GJ,,,169.0,2015-01-30 02:15:02,Index,Settled
2015-01-30,ICE NGX AB-NIT Same Day Index (5A),2015-01-30,2015-01-30 23:59:59,2015-01-30,2015-02-01,2.4732,CAD,1.0,1256100.0,3768300.0,GJ,,,179.0,2015-01-31 02:15:01,Index,Settled
2015-01-31,ICE NGX AB-NIT Same Day Index (5A),2015-01-30,2015-01-30 23:59:59,2015-01-30,2015-02-01,2.4732,CAD,1.0,1256100.0,3768300.0,GJ,,,179.0,2015-01-31 02:15:01,Index,Settled
2015-02-01,ICE NGX AB-NIT Same Day Index (5A),2015-01-30,2015-01-30 23:59:59,2015-01-30,2015-02-01,2.4732,CAD,1.0,1256100.0,3768300.0,GJ,,,179.0,2015-01-31 02:15:05,Index,Settled
2015-02-02,ICE NGX AB-NIT Same Day Index (5A),2015-02-02,2015-02-02 23:59:59,2015-02-02,2015-02-02,2.4908,CAD,1.0,1287100.0,1287100.0,GJ,,,206.0,2015-02-03 02:15:04,Index,Settled
2015-02-03,ICE NGX AB-NIT Same Day Index (5A),2015-02-03,2015-02-03 23:59:59,2015-02-03,2015-02-03,2.4951,CAD,1.0,882800.0,882800.0,GJ,,,135.0,2015-02-04 02:15:04,Index,Settled
2015-02-04,ICE NGX AB-NIT Same Day Index (5A),2015-02-04,2015-02-04 23:59:59,2015-02-04,2015-02-04,2.527,CAD,1.0,1072500.0,1072500.0,GJ,,,150.0,2015-02-05 02:15:04,Index,Settled
2015-02-05,ICE NGX AB-NIT Same Day Index (5A),2015-02-05,2015-02-05 23:59:59,2015-02-05,2015-02-05,2.4395,CAD,1.0,1050700.0,1050700.0,GJ,,,173.0,2015-02-06 02:15:16,Index,Settled
2015-02-06,ICE NGX AB-NIT Same Day Index (5A),2015-02-06,2015-02-06 23:59:59,2015-02-06,2015-02-08,2.4078,CAD,1.0,885300.0,2655900.0,GJ,,,132.0,2015-02-07 02:15:01,Index,Settled
2015-02-07,ICE NGX AB-NIT Same Day Index (5A),2015-02-06,2015-02-06 23:59:59,2015-02-06,2015-02-08,2.4078,CAD,1.0,885300.0,2655900.0,GJ,,,132.0,2015-02-07 02:15:01,Index,Settled
2015-02-08,ICE NGX AB-NIT Same Day Index (5A),2015-02-06,2015-02-06 23:59:59,2015-02-06,2015-02-08,2.4078,CAD,1.0,885300.0,2655900.0,GJ,,,132.0,2015-02-07 02:15:18,Index,Settled
2015-02-09,ICE NGX AB-NIT Same Day Index (5A),2015-02-09,2015-02-09 23:59:59,2015-02-09,2015-02-09,2.4632,CAD,1.0,1134000.0,1134000.0,GJ,,,151.0,2015-02-10 02:15:03,Index,Settled
2015-02-10,ICE NGX AB-NIT Same Day Index (5A),2015-02-10,2015-02-10 23:59:59,2015-02-10,2015-02-10,2.5728,CAD,1.0,1281800.0,1281800.0,GJ,,,186.0,2015-02-11 02:15:04,Index,Settled
2015-02-11,ICE NGX AB-NIT Same Day Index (5A),2015-02-11,2015-02-11 23:59:59,2015-02-11,2015-02-11,2.7029,CAD,1.0,1335500.0,1335500.0,GJ,,,173.0,2015-02-12 02:15:03,Index,Settled
2015-02-12,ICE NGX AB-NIT Same Day Index (5A),2015-02-12,2015-02-12 23:59:59,2015-02-12,2015-02-12,2.6034,CAD,1.0,1279000.0,1279000.0,GJ,,,192.0,2015-02-13 02:15:14,Index,Settled
2015-02-13,ICE NGX AB-NIT Same Day Index (5A),2015-02-13,2015-02-13 23:59:59,2015-02-13,2015-02-16,2.4815,CAD,1.0,1236600.0,4946400.0,GJ,,,182.0,2015-02-14 02:15:01,Index,Settled
2015-02-14,ICE NGX AB-NIT Same Day Index (5A),2015-02-13,2015-02-13 23:59:59,2015-02-13,2015-02-16,2.4815,CAD,1.0,1236600.0,4946400.0,GJ,,,182.0,2015-02-14 02:15:01,Index,Settled
2015-02-15,ICE NGX AB-NIT Same Day Index (5A),2015-02-13,2015-02-13 23:59:59,2015-02-13,2015-02-16,2.4815,CAD,1.0,1236600.0,4946400.0,GJ,,,182.0,2015-02-14 02:15:03,Index,Settled
2015-02-16,ICE NGX AB-NIT Same Day Index (5A),2015-02-13,2015-02-13 23:59:59,2015-02-13,2015-02-16,2.4815,CAD,1.0,1236600.0,4946400.0,GJ,,,182.0,2015-02-14 02:15:06,Index,Settled
2015-02-17,ICE NGX AB-NIT Same Day Index (5A),2015-02-17,2015-02-17 23:59:59,2015-02-17,2015-02-17,2.5921,CAD,1.0,985900.0,985900.0,GJ,,,145.0,2015-02-18 02:15:03,Index,Settled
2015-02-18,ICE NGX AB-NIT Same Day Index (5A),2015-02-18,2015-02-18 23:59:59,2015-02-18,2015-02-18,2.6395,CAD,1.0,1357100.0,1357100.0,GJ,,,203.0,2015-02-19 02:15:03,Index,Settled
2015-02-19,ICE NGX AB-NIT Same Day Index (5A),2015-02-19,2015-02-19 23:59:59,2015-02-19,2015-02-19,2.7359,CAD,1.0,1503800.0,1503800.0,GJ,,,215.0,2015-02-20 02:15:03,Index,Settled
2015-02-20,ICE NGX AB-NIT Same Day Index (5A),2015-02-20,2015-02-20 23:59:59,2015-02-20,2015-02-22,2.8774,CAD,1.0,901500.0,2704500.0,GJ,,,159.0,2015-02-21 02:15:01,Index,Settled
2015-02-21,ICE NGX AB-NIT Same Day Index (5A),2015-02-20,2015-02-20 23:59:59,2015-02-20,2015-02-22,2.8774,CAD,1.0,901500.0,2704500.0,GJ,,,159.0,2015-02-21 02:15:01,Index,Settled
2015-02-22,ICE NGX AB-NIT Same Day Index (5A),2015-02-20,2015-02-20 23:59:59,2015-02-20,2015-02-22,2.8774,CAD,1.0,901500.0,2704500.0,GJ,,,159.0,2015-02-21 02:15:05,Index,Settled
2015-02-23,ICE NGX AB-NIT Same Day Index (5A),2015-02-23,2015-02-23 23:59:59,2015-02-23,2015-02-23,2.861,CAD,1.0,847300.0,847300.0,GJ,,,132.0,2015-02-24 02:15:03,Index,Settled
2015-02-24,ICE NGX AB-NIT Same Day Index (5A),2015-02-24,2015-02-24 23:59:59,2015-02-24,2015-02-24,2.751,CAD,1.0,1635600.0,1635600.0,GJ,,,239.0,2015-02-25 02:15:03,Index,Settled
2015-02-25,ICE NGX AB-NIT Same Day Index (5A),2015-02-25,2015-02-25 23:59:59,2015-02-25,2015-02-25,2.7599,CAD,1.0,892600.0,892600.0,GJ,,,129.0,2015-02-26 02:15:03,Index,Settled
2015-02-26,ICE NGX AB-NIT Same Day Index (5A),2015-02-26,2015-02-26 23:59:59,2015-02-26,2015-02-26,2.6636,CAD,1.0,1158900.0,1158900.0,GJ,,,192.0,2015-02-27 02:15:03,Index,Settled
2015-02-27,ICE NGX AB-NIT Same Day Index (5A),2015-02-27,2015-02-27 23:59:59,2015-02-27,2015-03-01,2.5543,CAD,1.0,933800.0,2801400.0,GJ,,,137.0,2015-02-28 02:15:01,Index,Settled
2015-02-28,ICE NGX AB-NIT Same Day Index (5A),2015-02-27,2015-02-27 23:59:59,2015-02-27,2015-03-01,2.5543,CAD,1.0,933800.0,2801400.0,GJ,,,137.0,2015-02-28 02:15:01,Index,Settled
2015-03-01,ICE NGX AB-NIT Same Day Index (5A),2015-02-27,2015-02-27 23:59:59,2015-02-27,2015-03-01,2.5543,CAD,1.0,933800.0,2801400.0,GJ,,,137.0,2015-02-28 02:15:06,Index,Settled
2015-03-02,ICE NGX AB-NIT Same Day Index (5A),2015-03-02,2015-03-02 23:59:59,2015-03-02,2015-03-02,2.5491,CAD,1.0,1110700.0,1110700.0,GJ,,,161.0,2015-03-03 02:15:04,Index,Settled
2015-03-03,ICE NGX AB-NIT Same Day Index (5A),2015-03-03,2015-03-03 23:59:59,2015-03-03,2015-03-03,2.5303,CAD,1.0,1352600.0,1352600.0,GJ,,,184.0,2015-03-04 02:15:05,Index,Settled
2015-03-04,ICE NGX AB-NIT Same Day Index (5A),2015-03-04,2015-03-04 23:59:59,2015-03-04,2015-03-04,2.5622,CAD,1.0,1246500.0,1246500.0,GJ,,,180.0,2015-03-05 02:15:05,Index,Settled
2015-03-05,ICE NGX AB-NIT Same Day Index (5A),2015-03-05,2015-03-05 23:59:59,2015-03-05,2015-03-05,2.569,CAD,1.0,1327700.0,1327700.0,GJ,,,180.0,2015-03-06 02:15:13,Index,Settled
2015-03-06,ICE NGX AB-NIT Same Day Index (5A),2015-03-06,2015-03-06 23:59:59,2015-03-06,2015-03-08,2.5345,CAD,1.0,1229400.0,3688200.0,GJ,,,173.0,2015-03-07 02:15:01,Index,Settled
2015-03-07,ICE NGX AB-NIT Same Day Index (5A),2015-03-06,2015-03-06 23:59:59,2015-03-06,2015-03-08,2.5345,CAD,1.0,1229400.0,3688200.0,GJ,,,173.0,2015-03-07 02:15:01,Index,Settled
2015-03-08,ICE NGX AB-NIT Same Day Index (5A),2015-03-06,2015-03-06 23:59:59,2015-03-06,2015-03-08,2.5345,CAD,1.0,1229400.0,3688200.0,GJ,,,173.0,2015-03-07 02:15:07,Index,Settled
2015-03-09,ICE NGX AB-NIT Same Day Index (5A),2015-03-09,2015-03-09 23:59:59,2015-03-09,2015-03-09,2.442,CAD,1.0,1551300.0,1551300.0,GJ,,,202.0,2015-03-10 02:15:04,Index,Settled
2015-03-10,ICE NGX AB-NIT Same Day Index (5A),2015-03-10,2015-03-10 23:59:59,2015-03-10,2015-03-10,2.5406,CAD,1.0,919400.0,919400.0,GJ,,,148.0,2015-03-11 02:15:05,Index,Settled
2015-03-11,ICE NGX AB-NIT Same Day Index (5A),2015-03-11,2015-03-11 23:59:59,2015-03-11,2015-03-11,2.6165,CAD,1.0,986600.0,986600.0,GJ,,,151.0,2015-03-12 02:15:05,Index,Settled
2015-03-12,ICE NGX AB-NIT Same Day Index (5A),2015-03-12,2015-03-12 23:59:59,2015-03-12,2015-03-12,2.5949,CAD,1.0,1414000.0,1414000.0,GJ,,,199.0,2015-03-13 02:15:12,Index,Settled
2015-03-13,ICE NGX AB-NIT Same Day Index (5A),2015-03-13,2015-03-13 23:59:59,2015-03-13,2015-03-15,2.4686,CAD,1.0,1207600.0,3622800.0,GJ,,,184.0,2015-03-14 02:15:00,Index,Settled
2015-03-14,ICE NGX AB-NIT Same Day Index (5A),2015-03-13,2015-03-13 23:59:59,2015-03-13,2015-03-15,2.4686,CAD,1.0,1207600.0,3622800.0,GJ,,,184.0,2015-03-14 02:15:02,Index,Settled
2015-03-15,ICE NGX AB-NIT Same Day Index (5A),2015-03-13,2015-03-13 23:59:59,2015-03-13,2015-03-15,2.4686,CAD,1.0,1207600.0,3622800.0,GJ,,,184.0,2015-03-14 02:15:13,Index,Settled
2015-03-16,ICE NGX AB-NIT Same Day Index (5A),2015-03-16,2015-03-16 23:59:59,2015-03-16,2015-03-16,2.5823,CAD,1.0,952100.0,952100.0,GJ,,,156.0,2015-03-17 02:15:04,Index,Settled
2015-03-17,ICE NGX AB-NIT Same Day Index (5A),2015-03-17,2015-03-17 23:59:59,2015-03-17,2015-03-17,2.76,CAD,1.0,1657900.0,1657900.0,GJ,,,225.0,2015-03-18 02:15:05,Index,Settled
2015-03-18,ICE NGX AB-NIT Same Day Index (5A),2015-03-18,2015-03-18 23:59:59,2015-03-18,2015-03-18,2.7384,CAD,1.0,1282700.0,1282700.0,GJ,,,165.0,2015-03-19 02:15:04,Index,Settled
2015-03-19,ICE NGX AB-NIT Same Day Index (5A),2015-03-19,2015-03-19 23:59:59,2015-03-19,2015-03-19,2.7227,CAD,1.0,897400.0,897400.0,GJ,,,141.0,2015-03-20 02:15:04,Index,Settled
2015-03-20,ICE NGX AB-NIT Same Day Index (5A),2015-03-20,2015-03-20 23:59:59,2015-03-20,2015-03-22,2.7569,CAD,1.0,928800.0,2786400.0,GJ,,,129.0,2015-03-21 02:15:00,Index,Settled
2015-03-21,ICE NGX AB-NIT Same Day Index (5A),2015-03-20,2015-03-20 23:59:59,2015-03-20,2015-03-22,2.7569,CAD,1.0,928800.0,2786400.0,GJ,,,129.0,2015-03-21 02:15:01,Index,Settled
2015-03-22,ICE NGX AB-NIT Same Day Index (5A),2015-03-20,2015-03-20 23:59:59,2015-03-20,2015-03-22,2.7569,CAD,1.0,928800.0,2786400.0,GJ,,,129.0,2015-03-21 02:15:06,Index,Settled
2015-03-23,ICE NGX AB-NIT Same Day Index (5A),2015-03-23,2015-03-23 23:59:59,2015-03-23,2015-03-23,2.6187,CAD,1.0,1277700.0,1277700.0,GJ,,,174.0,2015-03-24 02:15:04,Index,Settled
2015-03-24,ICE NGX AB-NIT Same Day Index (5A),2015-03-24,2015-03-24 23:59:59,2015-03-24,2015-03-24,2.7448,CAD,1.0,952100.0,952100.0,GJ,,,151.0,2015-03-25 02:15:04,Index,Settled
2015-03-25,ICE NGX AB-NIT Same Day Index (5A),2015-03-25,2015-03-25 23:59:59,2015-03-25,2015-03-25,2.6815,CAD,1.0,900600.0,900600.0,GJ,,,132.0,2015-03-26 02:15:04,Index,Settled
2015-03-26,ICE NGX AB-NIT Same Day Index (5A),2015-03-26,2015-03-26 23:59:59,2015-03-26,2015-03-26,2.5877,CAD,1.0,718300.0,718300.0,GJ,,,114.0,2015-03-27 02:15:08,Index,Settled
2015-03-27,ICE NGX AB-NIT Same Day Index (5A),2015-03-27,2015-03-27 23:59:59,2015-03-27,2015-03-29,2.5037,CAD,1.0,743100.0,2229300.0,GJ,,,107.0,2015-03-28 02:15:00,Index,Settled
2015-03-28,ICE NGX AB-NIT Same Day Index (5A),2015-03-27,2015-03-27 23:59:59,2015-03-27,2015-03-29,2.5037,CAD,1.0,743100.0,2229300.0,GJ,,,107.0,2015-03-28 02:15:01,Index,Settled
2015-03-29,ICE NGX AB-NIT Same Day Index (5A),2015-03-27,2015-03-27 23:59:59,2015-03-27,2015-03-29,2.5037,CAD,1.0,743100.0,2229300.0,GJ,,,107.0,2015-03-28 02:15:10,Index,Settled
2015-03-30,ICE NGX AB-NIT Same Day Index (5A),2015-03-30,2015-03-30 23:59:59,2015-03-30,2015-03-30,2.5433,CAD,1.0,770700.0,770700.0,GJ,,,136.0,2015-03-31 02:15:04,Index,Settled
2015-03-31,ICE NGX AB-NIT Same Day Index (5A),2015-03-31,2015-03-31 23:59:59,2015-03-31,2015-03-31,2.5386,CAD,1.0,639000.0,639000.0,GJ,,,122.0,2015-04-01 02:15:05,Index,Settled
2015-04-01,ICE NGX AB-NIT Same Day Index (5A),2015-04-01,2015-04-01 23:59:59,2015-04-01,2015-04-01,2.4634,CAD,1.0,912000.0,912000.0,GJ,,,163.0,2015-04-02 02:15:07,Index,Settled
2015-04-02,ICE NGX AB-NIT Same Day Index (5A),2015-04-02,2015-04-02 23:59:59,2015-04-02,2015-04-05,2.4743,CAD,1.0,1168700.0,4674800.0,GJ,,,157.0,2015-04-03 02:15:01,Index,Settled
2015-04-03,ICE NGX AB-NIT Same Day Index (5A),2015-04-02,2015-04-02 23:59:59,2015-04-02,2015-04-05,2.4743,CAD,1.0,1168700.0,4674800.0,GJ,,,157.0,2015-04-03 02:15:02,Index,Settled
2015-04-04,ICE NGX AB-NIT Same Day Index (5A),2015-04-02,2015-04-02 23:59:59,2015-04-02,2015-04-05,2.4743,CAD,1.0,1168700.0,4674800.0,GJ,,,157.0,2015-04-03 02:15:03,Index,Settled
2015-04-05,ICE NGX AB-NIT Same Day Index (5A),2015-04-02,2015-04-02 23:59:59,2015-04-02,2015-04-05,2.4743,CAD,1.0,1168700.0,4674800.0,GJ,,,157.0,2015-04-03 02:15:15,Index,Settled
2015-04-06,ICE NGX AB-NIT Same Day Index (5A),2015-04-06,2015-04-06 23:59:59,2015-04-06,2015-04-06,2.4631,CAD,1.0,1297000.0,1297000.0,GJ,,,187.0,2015-04-07 02:15:06,Index,Settled
2015-04-07,ICE NGX AB-NIT Same Day Index (5A),2015-04-07,2015-04-07 23:59:59,2015-04-07,2015-04-07,2.4966,CAD,1.0,1115300.0,1115300.0,GJ,,,159.0,2015-04-08 02:15:05,Index,Settled
2015-04-08,ICE NGX AB-NIT Same Day Index (5A),2015-04-08,2015-04-08 23:59:59,2015-04-08,2015-04-08,2.4351,CAD,1.0,968400.0,968400.0,GJ,,,147.0,2015-04-09 02:15:06,Index,Settled
2015-04-09,ICE NGX AB-NIT Same Day Index (5A),2015-04-09,2015-04-09 23:59:59,2015-04-09,2015-04-09,2.4231,CAD,1.0,1047000.0,1047000.0,GJ,,,150.0,2015-04-10 02:15:06,Index,Settled
2015-04-10,ICE NGX AB-NIT Same Day Index (5A),2015-04-10,2015-04-10 23:59:59,2015-04-10,2015-04-12,2.3865,CAD,1.0,1174000.0,3522000.0,GJ,,,142.0,2015-04-11 02:15:01,Index,Settled
2015-04-11,ICE NGX AB-NIT Same Day Index (5A),2015-04-10,2015-04-10 23:59:59,2015-04-10,2015-04-12,2.3865,CAD,1.0,1174000.0,3522000.0,GJ,,,142.0,2015-04-11 02:15:02,Index,Settled
2015-04-12,ICE NGX AB-NIT Same Day Index (5A),2015-04-10,2015-04-10 23:59:59,2015-04-10,2015-04-12,2.3865,CAD,1.0,1174000.0,3522000.0,GJ,,,142.0,2015-04-11 02:15:07,Index,Settled
2015-04-13,ICE NGX AB-NIT Same Day Index (5A),2015-04-13,2015-04-13 23:59:59,2015-04-13,2015-04-13,2.4126,CAD,1.0,1019400.0,1019400.0,GJ,,,140.0,2015-04-14 02:15:04,Index,Settled
2015-04-14,ICE NGX AB-NIT Same Day Index (5A),2015-04-14,2015-04-14 23:59:59,2015-04-14,2015-04-14,2.4076,CAD,1.0,1037000.0,1037000.0,GJ,,,150.0,2015-04-15 02:15:05,Index,Settled
2015-04-15,ICE NGX AB-NIT Same Day Index (5A),2015-04-15,2015-04-15 23:59:59,2015-04-15,2015-04-15,2.4014,CAD,1.0,1407600.0,1407600.0,GJ,,,191.0,2015-04-16 02:15:04,Index,Settled
2015-04-16,ICE NGX AB-NIT Same Day Index (5A),2015-04-16,2015-04-16 23:59:59,2015-04-16,2015-04-16,2.3789,CAD,1.0,1272700.0,1272700.0,GJ,,,183.0,2015-04-17 02:15:05,Index,Settled
2015-04-17,ICE NGX AB-NIT Same Day Index (5A),2015-04-17,2015-04-17 23:59:59,2015-04-17,2015-04-19,2.4094,CAD,1.0,1222900.0,3668700.0,GJ,,,177.0,2015-04-18 02:15:00,Index,Settled
2015-04-18,ICE NGX AB-NIT Same Day Index (5A),2015-04-17,2015-04-17 23:59:59,2015-04-17,2015-04-19,2.4094,CAD,1.0,1222900.0,3668700.0,GJ,,,177.0,2015-04-18 02:15:02,Index,Settled
2015-04-19,ICE NGX AB-NIT Same Day Index (5A),2015-04-17,2015-04-17 23:59:59,2015-04-17,2015-04-19,2.4094,CAD,1.0,1222900.0,3668700.0,GJ,,,177.0,2015-04-18 02:15:06,Index,Settled
2015-04-20,ICE NGX AB-NIT Same Day Index (5A),2015-04-20,2015-04-20 23:59:59,2015-04-20,2015-04-20,2.3634,CAD,1.0,1284400.0,1284400.0,GJ,,,191.0,2015-04-21 02:15:04,Index,Settled
2015-04-21,ICE NGX AB-NIT Same Day Index (5A),2015-04-21,2015-04-21 23:59:59,2015-04-21,2015-04-21,2.4123,CAD,1.0,1076700.0,1076700.0,GJ,,,172.0,2015-04-22 02:15:04,Index,Settled
2015-04-22,ICE NGX AB-NIT Same Day Index (5A),2015-04-22,2015-04-22 23:59:59,2015-04-22,2015-04-22,2.4347,CAD,1.0,1113100.0,1113100.0,GJ,,,187.0,2015-04-23 02:15:04,Index,Settled
2015-04-23,ICE NGX AB-NIT Same Day Index (5A),2015-04-23,2015-04-23 23:59:59,2015-04-23,2015-04-23,2.4041,CAD,1.0,944900.0,944900.0,GJ,,,160.0,2015-04-24 02:15:10,Index,Settled
2015-04-24,ICE NGX AB-NIT Same Day Index (5A),2015-04-24,2015-04-24 23:59:59,2015-04-24,2015-04-26,2.4047,CAD,1.0,982800.0,2948400.0,GJ,,,166.0,2015-04-25 02:15:00,Index,Settled
2015-04-25,ICE NGX AB-NIT Same Day Index (5A),2015-04-24,2015-04-24 23:59:59,2015-04-24,2015-04-26,2.4047,CAD,1.0,982800.0,2948400.0,GJ,,,166.0,2015-04-25 02:15:02,Index,Settled
2015-04-26,ICE NGX AB-NIT Same Day Index (5A),2015-04-24,2015-04-24 23:59:59,2015-04-24,2015-04-26,2.4047,CAD,1.0,982800.0,2948400.0,GJ,,,166.0,2015-04-25 02:15:06,Index,Settled
2015-04-27,ICE NGX AB-NIT Same Day Index (5A),2015-04-27,2015-04-27 23:59:59,2015-04-27,2015-04-27,2.3321,CAD,1.0,1611000.0,1611000.0,GJ,,,231.0,2015-04-28 02:15:03,Index,Settled
