Trade Date,Index,Trade Start,Trade End,Delivery Start,Delivery End,Index Price,Price Currency,Duration,Traded Volume,Total Traded Volume,Traded Volume Unit,Alternate Volume,Total Alternate Volume,Trades In Index,Last Update Time,Component Type,Settle State
2016-03-21,ICE NGX AB-NIT Same Day Index (5A),2016-03-21,2016-03-21 23:59:59,2016-03-21,2016-03-21,1.301,CAD,1.0,900600.0,900600.0,GJ,,,165.0,2016-03-22 02:15:06,Index,Settled
2016-03-22,ICE NGX AB-NIT Same Day Index (5A),2016-03-22,2016-03-22 23:59:59,2016-03-22,2016-03-22,1.3285,CAD,1.0,945100.0,945100.0,GJ,,,156.0,2016-03-23 02:15:05,Index,Settled
2016-03-23,ICE NGX AB-NIT Same Day Index (5A),2016-03-23,2016-03-23 23:59:59,2016-03-23,2016-03-23,1.335,CAD,1.0,941300.0,941300.0,GJ,,,142.0,2016-03-24 02:15:05,Index,Settled
2016-03-24,ICE NGX AB-NIT Same Day Index (5A),2016-03-24,2016-03-24 23:59:59,2016-03-24,2016-03-27,1.2315,CAD,1.0,898600.0,3594400.0,GJ,,,147.0,2016-03-25 02:15:01,Index,Settled
2016-03-25,ICE NGX AB-NIT Same Day Index (5A),2016-03-24,2016-03-24 23:59:59,2016-03-24,2016-03-27,1.2315,CAD,1.0,898600.0,3594400.0,GJ,,,147.0,2016-03-25 02:15:02,Index,Settled
2016-03-26,ICE NGX AB-NIT Same Day Index (5A),2016-03-24,2016-03-24 23:59:59,2016-03-24,2016-03-27,1.2315,CAD,1.0,898600.0,3594400.0,GJ,,,147.0,2016-03-25 02:15:05,Index,Settled
2016-03-27,ICE NGX AB-NIT Same Day Index (5A),2016-03-24,2016-03-24 23:59:59,2016-03-24,2016-03-27,1.2315,CAD,1.0,898600.0,3594400.0,GJ,,,147.0,2016-03-25 02:15:08,Index,Settled
2016-03-28,ICE NGX AB-NIT Same Day Index (5A),2016-03-28,2016-03-28 23:59:59,2016-03-28,2016-03-28,1.2052,CAD,1.0,744300.0,744300.0,GJ,,,140.0,2016-03-29 02:15:06,Index,Settled
2016-03-29,ICE NGX AB-NIT Same Day Index (5A),2016-03-29,2016-03-29 23:59:59,2016-03-29,2016-03-29,1.18,CAD,1.0,1048400.0,1048400.0,GJ,,,158.0,2016-03-30 02:15:05,Index,Settled
2016-03-30,ICE NGX AB-NIT Same Day Index (5A),2016-03-30,2016-03-30 23:59:59,2016-03-30,2016-03-30,1.0852,CAD,1.0,1199600.0,1199600.0,GJ,,,197.0,2016-03-31 02:15:06,Index,Settled
2016-03-31,ICE NGX AB-NIT Same Day Index (5A),2016-03-31,2016-03-31 23:59:59,2016-03-31,2016-03-31,0.8034,CAD,1.0,1324600.0,1324600.0,GJ,,,187.0,2016-04-01 02:15:11,Index,Settled
2016-04-01,ICE NGX AB-NIT Same Day Index (5A),2016-04-01,2016-04-01 23:59:59,2016-04-01,2016-04-03,0.9195,CAD,1.0,1015500.0,3046500.0,GJ,,,171.0,2016-04-02 02:15:03,Index,Settled
2016-04-02,ICE NGX AB-NIT Same Day Index (5A),2016-04-01,2016-04-01 23:59:59,2016-04-01,2016-04-03,0.9195,CAD,1.0,1015500.0,3046500.0,GJ,,,171.0,2016-04-02 02:15:07,Index,Settled
2016-04-03,ICE NGX AB-NIT Same Day Index (5A),2016-04-01,2016-04-01 23:59:59,2016-04-01,2016-04-03,0.9195,CAD,1.0,1015500.0,3046500.0,GJ,,,171.0,2016-04-02 02:15:14,Index,Settled
2016-04-04,ICE NGX AB-NIT Same Day Index (5A),2016-04-04,2016-04-04 23:59:59,2016-04-04,2016-04-04,1.0427,CAD,1.0,1011700.0,1011700.0,GJ,,,208.0,2016-04-05 02:15:08,Index,Settled
2016-04-05,ICE NGX AB-NIT Same Day Index (5A),2016-04-05,2016-04-05 23:59:59,2016-04-05,2016-04-05,1.0238,CAD,1.0,1019800.0,1019800.0,GJ,,,181.0,2016-04-06 02:15:07,Index,Settled
2016-04-06,ICE NGX AB-NIT Same Day Index (5A),2016-04-06,2016-04-06 23:59:59,2016-04-06,2016-04-06,0.881,CAD,1.0,1178200.0,1178200.0,GJ,,,197.0,2016-04-07 02:15:08,Index,Settled
2016-04-07,ICE NGX AB-NIT Same Day Index (5A),2016-04-07,2016-04-07 23:59:59,2016-04-07,2016-04-07,0.9764,CAD,1.0,854200.0,854200.0,GJ,,,154.0,2016-04-08 02:15:08,Index,Settled
2016-04-08,ICE NGX AB-NIT Same Day Index (5A),2016-04-08,2016-04-08 23:59:59,2016-04-08,2016-04-10,1.0474,CAD,1.0,1139000.0,3417000.0,GJ,,,187.0,2016-04-09 02:15:01,Index,Settled
2016-04-09,ICE NGX AB-NIT Same Day Index (5A),2016-04-08,2016-04-08 23:59:59,2016-04-08,2016-04-10,1.0474,CAD,1.0,1139000.0,3417000.0,GJ,,,187.0,2016-04-09 02:15:04,Index,Settled
2016-04-10,ICE NGX AB-NIT Same Day Index (5A),2016-04-08,2016-04-08 23:59:59,2016-04-08,2016-04-10,1.0474,CAD,1.0,1139000.0,3417000.0,GJ,,,187.0,2016-04-09 02:15:18,Index,Settled
2016-04-11,ICE NGX AB-NIT Same Day Index (5A),2016-04-11,2016-04-11 23:59:59,2016-04-11,2016-04-11,1.0365,CAD,1.0,1182900.0,1182900.0,GJ,,,175.0,2016-04-12 02:15:08,Index,Settled
2016-04-12,ICE NGX AB-NIT Same Day Index (5A),2016-04-12,2016-04-12 23:59:59,2016-04-12,2016-04-12,1.0455,CAD,1.0,1493700.0,1493700.0,GJ,,,183.0,2016-04-13 02:15:08,Index,Settled
2016-04-13,ICE NGX AB-NIT Same Day Index (5A),2016-04-13,2016-04-13 23:59:59,2016-04-13,2016-04-13,1.0605,CAD,1.0,1061200.0,1061200.0,GJ,,,156.0,2016-04-14 02:15:06,Index,Settled
2016-04-14,ICE NGX AB-NIT Same Day Index (5A),2016-04-14,2016-04-14 23:59:59,2016-04-14,2016-04-14,1.0099,CAD,1.0,1107800.0,1107800.0,GJ,,,166.0,2016-04-15 02:15:07,Index,Settled
2016-04-15,ICE NGX AB-NIT Same Day Index (5A),2016-04-15,2016-04-15 23:59:59,2016-04-15,2016-04-17,0.9135,CAD,1.0,843300.0,2529900.0,GJ,,,147.0,2016-04-16 02:15:02,Index,Settled
2016-04-16,ICE NGX AB-NIT Same Day Index (5A),2016-04-15,2016-04-15 23:59:59,2016-04-15,2016-04-17,0.9135,CAD,1.0,843300.0,2529900.0,GJ,,,147.0,2016-04-16 02:15:05,Index,Settled
2016-04-17,ICE NGX AB-NIT Same Day Index (5A),2016-04-15,2016-04-15 23:59:59,2016-04-15,2016-04-17,0.9135,CAD,1.0,843300.0,2529900.0,GJ,,,147.0,2016-04-16 02:15:18,Index,Settled
2016-04-18,ICE NGX AB-NIT Same Day Index (5A),2016-04-18,2016-04-18 23:59:59,2016-04-18,2016-04-18,0.9072,CAD,1.0,1190400.0,1190400.0,GJ,,,191.0,2016-04-19 02:15:05,Index,Settled
2016-04-19,ICE NGX AB-NIT Same Day Index (5A),2016-04-19,2016-04-19 23:59:59,2016-04-19,2016-04-19,1.087,CAD,1.0,1570700.0,1570700.0,GJ,,,233.0,2016-04-20 02:15:18,Index,Settled
2016-04-20,ICE NGX AB-NIT Same Day Index (5A),2016-04-20,2016-04-20 23:59:59,2016-04-20,2016-04-20,1.1629,CAD,1.0,1779200.0,1779200.0,GJ,,,243.0,2016-04-21 02:15:06,Index,Settled
2016-04-21,ICE NGX AB-NIT Same Day Index (5A),2016-04-21,2016-04-21 23:59:59,2016-04-21,2016-04-21,1.1316,CAD,1.0,1097000.0,1097000.0,GJ,,,167.0,2016-04-22 02:15:16,Index,Settled
2016-04-22,ICE NGX AB-NIT Same Day Index (5A),2016-04-22,2016-04-22 23:59:59,2016-04-22,2016-04-24,1.0959,CAD,1.0,1031600.0,3094800.0,GJ,,,204.0,2016-04-23 02:15:01,Index,Settled
2016-04-23,ICE NGX AB-NIT Same Day Index (5A),2016-04-22,2016-04-22 23:59:59,2016-04-22,2016-04-24,1.0959,CAD,1.0,1031600.0,3094800.0,GJ,,,204.0,2016-04-23 02:15:04,Index,Settled
2016-04-24,ICE NGX AB-NIT Same Day Index (5A),2016-04-22,2016-04-22 23:59:59,2016-04-22,2016-04-24,1.0959,CAD,1.0,1031600.0,3094800.0,GJ,,,204.0,2016-04-23 02:15:15,Index,Settled
2016-04-25,ICE NGX AB-NIT Same Day Index (5A),2016-04-25,2016-04-25 23:59:59,2016-04-25,2016-04-25,1.1981,CAD,1.0,1312500.0,1312500.0,GJ,,,198.0,2016-04-26 02:15:06,Index,Settled
2016-04-26,ICE NGX AB-NIT Same Day Index (5A),2016-04-26,2016-04-26 23:59:59,2016-04-26,2016-04-26,1.1581,CAD,1.0,1060700.0,1060700.0,GJ,,,168.0,2016-04-27 02:15:06,Index,Settled
2016-04-27,ICE NGX AB-NIT Same Day Index (5A),2016-04-27,2016-04-27 23:59:59,2016-04-27,2016-04-27,1.1385,CAD,1.0,1060600.0,1060600.0,GJ,,,153.0,2016-04-28 02:15:06,Index,Settled
2016-04-28,ICE NGX AB-NIT Same Day Index (5A),2016-04-28,2016-04-28 23:59:59,2016-04-28,2016-04-28,1.1403,CAD,1.0,965300.0,965300.0,GJ,,,162.0,2016-04-29 02:15:06,Index,Settled
2016-04-29,ICE NGX AB-NIT Same Day Index (5A),2016-04-29,2016-04-29 23:59:59,2016-04-29,2016-05-01,1.1177,CAD,1.0,583700.0,1751100.0,GJ,,,90.0,2016-04-30 02:15:01,Index,Settled
2016-04-30,ICE NGX AB-NIT Same Day Index (5A),2016-04-29,2016-04-29 23:59:59,2016-04-29,2016-05-01,1.1177,CAD,1.0,583700.0,1751100.0,GJ,,,90.0,2016-04-30 02:15:02,Index,Settled
2016-05-01,ICE NGX AB-NIT Same Day Index (5A),2016-04-29,2016-04-29 23:59:59,2016-04-29,2016-05-01,1.1177,CAD,1.0,583700.0,1751100.0,GJ,,,90.0,2016-04-30 02:15:19,Index,Settled
2016-05-02,ICE NGX AB-NIT Same Day Index (5A),2016-05-02,2016-05-02 23:59:59,2016-05-02,2016-05-02,1.1296,CAD,1.0,921200.0,921200.0,GJ,,,158.0,2016-05-03 02:15:06,Index,Settled
2016-05-03,ICE NGX AB-NIT Same Day Index (5A),2016-05-03,2016-05-03 23:59:59,2016-05-03,2016-05-03,1.2455,CAD,1.0,1753600.0,1753600.0,GJ,,,252.0,2016-05-04 02:15:11,Index,Settled
2016-05-04,ICE NGX AB-NIT Same Day Index (5A),2016-05-04,2016-05-04 23:59:59,2016-05-04,2016-05-04,1.4184,CAD,1.0,1797200.0,1797200.0,GJ,,,225.0,2016-05-05 02:15:10,Index,Settled
2016-05-05,ICE NGX AB-NIT Same Day Index (5A),2016-05-05,2016-05-05 23:59:59,2016-05-05,2016-05-05,1.2772,CAD,1.0,1566900.0,1566900.0,GJ,,,209.0,2016-05-06 02:15:18,Index,Settled
2016-05-06,ICE NGX AB-NIT Same Day Index (5A),2016-05-06,2016-05-06 23:59:59,2016-05-06,2016-05-08,1.081,CAD,1.0,1232100.0,3696300.0,GJ,,,204.0,2016-05-07 02:15:01,Index,Settled
2016-05-07,ICE NGX AB-NIT Same Day Index (5A),2016-05-06,2016-05-06 23:59:59,2016-05-06,2016-05-08,1.081,CAD,1.0,1232100.0,3696300.0,GJ,,,204.0,2016-05-07 02:15:02,Index,Settled
2016-05-08,ICE NGX AB-NIT Same Day Index (5A),2016-05-06,2016-05-06 23:59:59,2016-05-06,2016-05-08,1.081,CAD,1.0,1232100.0,3696300.0,GJ,,,204.0,2016-05-07 02:15:18,Index,Settled
2016-05-09,ICE NGX AB-NIT Same Day Index (5A),2016-05-09,2016-05-09 23:59:59,2016-05-09,2016-05-09,0.3786,CAD,1.0,1850300.0,1850300.0,GJ,,,317.0,2016-05-10 02:15:06,Index,Settled
2016-05-10,ICE NGX AB-NIT Same Day Index (5A),2016-05-10,2016-05-10 23:59:59,2016-05-10,2016-05-10,0.9158,CAD,1.0,1355900.0,1355900.0,GJ,,,233.0,2016-05-11 02:15:07,Index,Settled
2016-05-11,ICE NGX AB-NIT Same Day Index (5A),2016-05-11,2016-05-11 23:59:59,2016-05-11,2016-05-11,1.4015,CAD,1.0,2273700.0,2273700.0,GJ,,,304.0,2016-05-12 02:15:06,Index,Settled
2016-05-12,ICE NGX AB-NIT Same Day Index (5A),2016-05-12,2016-05-12 23:59:59,2016-05-12,2016-05-12,1.3894,CAD,1.0,1738600.0,1738600.0,GJ,,,272.0,2016-05-13 02:15:14,Index,Settled
2016-05-13,ICE NGX AB-NIT Same Day Index (5A),2016-05-13,2016-05-13 23:59:59,2016-05-13,2016-05-15,1.2328,CAD,1.0,973000.0,2919000.0,GJ,,,162.0,2016-05-14 02:15:01,Index,Settled
2016-05-14,ICE NGX AB-NIT Same Day Index (5A),2016-05-13,2016-05-13 23:59:59,2016-05-13,2016-05-15,1.2328,CAD,1.0,973000.0,2919000.0,GJ,,,162.0,2016-05-14 02:15:02,Index,Settled
2016-05-15,ICE NGX AB-NIT Same Day Index (5A),2016-05-13,2016-05-13 23:59:59,2016-05-13,2016-05-15,1.2328,CAD,1.0,973000.0,2919000.0,GJ,,,162.0,2016-05-14 02:15:11,Index,Settled
2016-05-16,ICE NGX AB-NIT Same Day Index (5A),2016-05-16,2016-05-16 23:59:59,2016-05-16,2016-05-16,1.0631,CAD,1.0,1305800.0,1305800.0,GJ,,,196.0,2016-05-17 02:15:07,Index,Settled
2016-05-17,ICE NGX AB-NIT Same Day Index (5A),2016-05-17,2016-05-17 23:59:59,2016-05-17,2016-05-17,1.0434,CAD,1.0,1053700.0,1053700.0,GJ,,,166.0,2016-05-18 02:15:06,Index,Settled
2016-05-18,ICE NGX AB-NIT Same Day Index (5A),2016-05-18,2016-05-18 23:59:59,2016-05-18,2016-05-18,0.8747,CAD,1.0,1298200.0,1298200.0,GJ,,,233.0,2016-05-19 02:15:07,Index,Settled
2016-05-19,ICE NGX AB-NIT Same Day Index (5A),2016-05-19,2016-05-19 23:59:59,2016-05-19,2016-05-19,1.2185,CAD,1.0,1956000.0,1956000.0,GJ,,,283.0,2016-05-20 02:15:14,Index,Settled
2016-05-20,ICE NGX AB-NIT Same Day Index (5A),2016-05-20,2016-05-20 23:59:59,2016-05-20,2016-05-23,1.3005,CAD,1.0,975900.0,3903600.0,GJ,,,158.0,2016-05-21 02:15:01,Index,Settled
2016-05-21,ICE NGX AB-NIT Same Day Index (5A),2016-05-20,2016-05-20 23:59:59,2016-05-20,2016-05-23,1.3005,CAD,1.0,975900.0,3903600.0,GJ,,,158.0,2016-05-21 02:15:04,Index,Settled
2016-05-22,ICE NGX AB-NIT Same Day Index (5A),2016-05-20,2016-05-20 23:59:59,2016-05-20,2016-05-23,1.3005,CAD,1.0,975900.0,3903600.0,GJ,,,158.0,2016-05-21 02:15:05,Index,Settled
2016-05-23,ICE NGX AB-NIT Same Day Index (5A),2016-05-20,2016-05-20 23:59:59,2016-05-20,2016-05-23,1.3005,CAD,1.0,975900.0,3903600.0,GJ,,,158.0,2016-05-21 02:15:11,Index,Settled
2016-05-24,ICE NGX AB-NIT Same Day Index (5A),2016-05-24,2016-05-24 23:59:59,2016-05-24,2016-05-24,1.368,CAD,1.0,1269700.0,1269700.0,GJ,,,228.0,2016-05-25 02:15:04,Index,Settled
2016-05-25,ICE NGX AB-NIT Same Day Index (5A),2016-05-25,2016-05-25 23:59:59,2016-05-25,2016-05-25,1.196,CAD,1.0,1045300.0,1045300.0,GJ,,,169.0,2016-05-26 02:15:04,Index,Settled
2016-05-26,ICE NGX AB-NIT Same Day Index (5A),2016-05-26,2016-05-26 23:59:59,2016-05-26,2016-05-26,1.2055,CAD,1.0,1014000.0,1014000.0,GJ,,,158.0,2016-05-27 02:15:12,Index,Settled
2016-05-27,ICE NGX AB-NIT Same Day Index (5A),2016-05-27,2016-05-27 23:59:59,2016-05-27,2016-05-30,1.168,CAD,1.0,507800.0,2031200.0,GJ,,,102.0,2016-05-28 02:15:01,Index,Settled
2016-05-28,ICE NGX AB-NIT Same Day Index (5A),2016-05-27,2016-05-27 23:59:59,2016-05-27,2016-05-30,1.168,CAD,1.0,507800.0,2031200.0,GJ,,,102.0,2016-05-28 02:15:04,Index,Settled
2016-05-29,ICE NGX AB-NIT Same Day Index (5A),2016-05-27,2016-05-27 23:59:59,2016-05-27,2016-05-30,1.168,CAD,1.0,507800.0,2031200.0,GJ,,,102.0,2016-05-28 02:15:05,Index,Settled
2016-05-30,ICE NGX AB-NIT Same Day Index (5A),2016-05-27,2016-05-27 23:59:59,2016-05-27,2016-05-30,1.168,CAD,1.0,507800.0,2031200.0,GJ,,,102.0,2016-05-28 02:15:11,Index,Settled
2016-05-31,ICE NGX AB-NIT Same Day Index (5A),2016-05-31,2016-05-31 23:59:59,2016-05-31,2016-05-31,1.4604,CAD,1.0,836500.0,836500.0,GJ,,,158.0,2016-06-01 02:15:06,Index,Settled
2016-06-01,ICE NGX AB-NIT Same Day Index (5A),2016-06-01,2016-06-01 23:59:59,2016-06-01,2016-06-01,1.6511,CAD,1.0,1357200.0,1357200.0,GJ,,,216.0,2016-06-02 02:15:08,Index,Settled
2016-06-02,ICE NGX AB-NIT Same Day Index (5A),2016-06-02,2016-06-02 23:59:59,2016-06-02,2016-06-02,1.4918,CAD,1.0,1246500.0,1246500.0,GJ,,,196.0,2016-06-03 02:15:20,Index,Settled
2016-06-03,ICE NGX AB-NIT Same Day Index (5A),2016-06-03,2016-06-03 23:59:59,2016-06-03,2016-06-05,1.4186,CAD,1.0,1350400.0,4051200.0,GJ,,,210.0,2016-06-04 02:15:02,Index,Settled
2016-06-04,ICE NGX AB-NIT Same Day Index (5A),2016-06-03,2016-06-03 23:59:59,2016-06-03,2016-06-05,1.4186,CAD,1.0,1350400.0,4051200.0,GJ,,,210.0,2016-06-04 02:15:03,Index,Settled
2016-06-05,ICE NGX AB-NIT Same Day Index (5A),2016-06-03,2016-06-03 23:59:59,2016-06-03,2016-06-05,1.4186,CAD,1.0,1350400.0,4051200.0,GJ,,,210.0,2016-06-04 02:15:25,Index,Settled
2016-06-06,ICE NGX AB-NIT Same Day Index (5A),2016-06-06,2016-06-06 23:59:59,2016-06-06,2016-06-06,1.6091,CAD,1.0,1220600.0,1220600.0,GJ,,,204.0,2016-06-07 02:15:06,Index,Settled
2016-06-07,ICE NGX AB-NIT Same Day Index (5A),2016-06-07,2016-06-07 23:59:59,2016-06-07,2016-06-07,1.6022,CAD,1.0,1029200.0,1029200.0,GJ,,,202.0,2016-06-08 02:15:07,Index,Settled
2016-06-08,ICE NGX AB-NIT Same Day Index (5A),2016-06-08,2016-06-08 23:59:59,2016-06-08,2016-06-08,1.4199,CAD,1.0,1195400.0,1195400.0,GJ,,,210.0,2016-06-09 02:15:06,Index,Settled
2016-06-09,ICE NGX AB-NIT Same Day Index (5A),2016-06-09,2016-06-09 23:59:59,2016-06-09,2016-06-09,1.2259,CAD,1.0,1471200.0,1471200.0,GJ,,,259.0,2016-06-10 02:15:17,Index,Settled
2016-06-10,ICE NGX AB-NIT Same Day Index (5A),2016-06-10,2016-06-10 23:59:59,2016-06-10,2016-06-12,1.2014,CAD,1.0,1216400.0,3649200.0,GJ,,,215.0,2016-06-11 02:15:11,Index,Settled
2016-06-11,ICE NGX AB-NIT Same Day Index (5A),2016-06-10,2016-06-10 23:59:59,2016-06-10,2016-06-12,1.2014,CAD,1.0,1216400.0,3649200.0,GJ,,,215.0,2016-06-11 02:15:01,Index,Settled
2016-06-12,ICE NGX AB-NIT Same Day Index (5A),2016-06-10,2016-06-10 23:59:59,2016-06-10,2016-06-12,1.2014,CAD,1.0,1216400.0,3649200.0,GJ,,,215.0,2016-06-11 02:15:04,Index,Settled
2016-06-13,ICE NGX AB-NIT Same Day Index (5A),2016-06-13,2016-06-13 23:59:59,2016-06-13,2016-06-13,1.6162,CAD,1.0,1084100.0,1084100.0,GJ,,,176.0,2016-06-14 02:15:06,Index,Settled
2016-06-14,ICE NGX AB-NIT Same Day Index (5A),2016-06-14,2016-06-14 23:59:59,2016-06-14,2016-06-14,1.5683,CAD,1.0,696300.0,696300.0,GJ,,,132.0,2016-06-15 02:15:06,Index,Settled
2016-06-15,ICE NGX AB-NIT Same Day Index (5A),2016-06-15,2016-06-15 23:59:59,2016-06-15,2016-06-15,1.725,CAD,1.0,976800.0,976800.0,GJ,,,179.0,2016-06-16 02:15:06,Index,Settled
2016-06-16,ICE NGX AB-NIT Same Day Index (5A),2016-06-16,2016-06-16 23:59:59,2016-06-16,2016-06-16,1.801,CAD,1.0,1464900.0,1464900.0,GJ,,,230.0,2016-06-17 02:15:06,Index,Settled
2016-06-17,ICE NGX AB-NIT Same Day Index (5A),2016-06-17,2016-06-17 23:59:59,2016-06-17,2016-06-19,1.7893,CAD,1.0,934300.0,2802900.0,GJ,,,190.0,2016-06-18 02:15:01,Index,Settled
2016-06-18,ICE NGX AB-NIT Same Day Index (5A),2016-06-17,2016-06-17 23:59:59,2016-06-17,2016-06-19,1.7893,CAD,1.0,934300.0,2802900.0,GJ,,,190.0,2016-06-18 02:15:02,Index,Settled
2016-06-19,ICE NGX AB-NIT Same Day Index (5A),2016-06-17,2016-06-17 23:59:59,2016-06-17,2016-06-19,1.7893,CAD,1.0,934300.0,2802900.0,GJ,,,190.0,2016-06-18 02:15:19,Index,Settled
2016-06-20,ICE NGX AB-NIT Same Day Index (5A),2016-06-20,2016-06-20 23:59:59,2016-06-20,2016-06-20,1.9299,CAD,1.0,1276200.0,1276200.0,GJ,,,229.0,2016-06-21 02:15:04,Index,Settled
2016-06-21,ICE NGX AB-NIT Same Day Index (5A),2016-06-21,2016-06-21 23:59:59,2016-06-21,2016-06-21,1.9856,CAD,1.0,1234300.0,1234300.0,GJ,,,250.0,2016-06-22 02:15:05,Index,Settled
2016-06-22,ICE NGX AB-NIT Same Day Index (5A),2016-06-22,2016-06-22 23:59:59,2016-06-22,2016-06-22,2.1212,CAD,1.0,1334200.0,1334200.0,GJ,,,184.0,2016-06-23 02:15:04,Index,Settled
2016-06-23,ICE NGX AB-NIT Same Day Index (5A),2016-06-23,2016-06-23 23:59:59,2016-06-23,2016-06-23,2.1086,CAD,1.0,1070400.0,1070400.0,GJ,,,216.0,2016-06-24 02:15:13,Index,Settled
2016-06-24,ICE NGX AB-NIT Same Day Index (5A),2016-06-24,2016-06-24 23:59:59,2016-06-24,2016-06-26,2.2458,CAD,1.0,980300.0,2940900.0,GJ,,,184.0,2016-06-25 02:15:03,Index,Settled
2016-06-25,ICE NGX AB-NIT Same Day Index (5A),2016-06-24,2016-06-24 23:59:59,2016-06-24,2016-06-26,2.2458,CAD,1.0,980300.0,2940900.0,GJ,,,184.0,2016-06-25 02:15:04,Index,Settled
2016-06-26,ICE NGX AB-NIT Same Day Index (5A),2016-06-24,2016-06-24 23:59:59,2016-06-24,2016-06-26,2.2458,CAD,1.0,980300.0,2940900.0,GJ,,,184.0,2016-06-25 02:15:12,Index,Settled
2016-06-27,ICE NGX AB-NIT Same Day Index (5A),2016-06-27,2016-06-27 23:59:59,2016-06-27,2016-06-27,2.186,CAD,1.0,935500.0,935500.0,GJ,,,165.0,2016-06-28 02:15:05,Index,Settled
2016-06-28,ICE NGX AB-NIT Same Day Index (5A),2016-06-28,2016-06-28 23:59:59,2016-06-28,2016-06-28,2.2964,CAD,1.0,1199500.0,1199500.0,GJ,,,193.0,2016-06-29 02:15:05,Index,Settled
2016-06-29,ICE NGX AB-NIT Same Day Index (5A),2016-06-29,2016-06-29 23:59:59,2016-06-29,2016-06-29,2.3881,CAD,1.0,1379800.0,1379800.0,GJ,,,183.0,2016-06-30 02:15:12,Index,Settled
2016-06-30,ICE NGX AB-NIT Same Day Index (5A),2016-06-30,2016-06-30 23:59:59,2016-06-30,2016-07-04,2.2341,CAD,1.0,526100.0,2630500.0,GJ,,,103.0,2016-07-01 02:15:01,Index,Settled
2016-07-01,ICE NGX AB-NIT Same Day Index (5A),2016-06-30,2016-06-30 23:59:59,2016-06-30,2016-07-04,2.2341,CAD,1.0,526100.0,2630500.0,GJ,,,103.0,2016-07-01 02:15:04,Index,Settled
2016-07-02,ICE NGX AB-NIT Same Day Index (5A),2016-06-30,2016-06-30 23:59:59,2016-06-30,2016-07-04,2.2341,CAD,1.0,526100.0,2630500.0,GJ,,,103.0,2016-07-01 02:15:11,Index,Settled
2016-07-03,ICE NGX AB-NIT Same Day Index (5A),2016-06-30,2016-06-30 23:59:59,2016-06-30,2016-07-04,2.2341,CAD,1.0,526100.0,2630500.0,GJ,,,103.0,2016-07-01 02:15:12,Index,Settled
2016-07-04,ICE NGX AB-NIT Same Day Index (5A),2016-06-30,2016-06-30 23:59:59,2016-06-30,2016-07-04,2.2341,CAD,1.0,526100.0,2630500.0,GJ,,,103.0,2016-07-01 02:15:31,Index,Settled
2016-07-05,ICE NGX AB-NIT Same Day Index (5A),2016-07-05,2016-07-05 23:59:59,2016-07-05,2016-07-05,2.1406,CAD,1.0,1207200.0,1207200.0,GJ,,,207.0,2016-07-06 02:15:06,Index,Settled
2016-07-06,ICE NGX AB-NIT Same Day Index (5A),2016-07-06,2016-07-06 23:59:59,2016-07-06,2016-07-06,2.1645,CAD,1.0,837200.0,837200.0,GJ,,,175.0,2016-07-07 02:15:10,Index,Settled
2016-07-07,ICE NGX AB-NIT Same Day Index (5A),2016-07-07,2016-07-07 23:59:59,2016-07-07,2016-07-07,2.2162,CAD,1.0,840100.0,840100.0,GJ,,,132.0,2016-07-08 02:15:17,Index,Settled
2016-07-08,ICE NGX AB-NIT Same Day Index (5A),2016-07-08,2016-07-08 23:59:59,2016-07-08,2016-07-10,2.1462,CAD,1.0,703300.0,2109900.0,GJ,,,137.0,2016-07-09 02:15:01,Index,Settled
2016-07-09,ICE NGX AB-NIT Same Day Index (5A),2016-07-08,2016-07-08 23:59:59,2016-07-08,2016-07-10,2.1462,CAD,1.0,703300.0,2109900.0,GJ,,,137.0,2016-07-09 02:15:04,Index,Settled
2016-07-10,ICE NGX AB-NIT Same Day Index (5A),2016-07-08,2016-07-08 23:59:59,2016-07-08,2016-07-10,2.1462,CAD,1.0,703300.0,2109900.0,GJ,,,137.0,2016-07-09 02:15:09,Index,Settled
2016-07-11,ICE NGX AB-NIT Same Day Index (5A),2016-07-11,2016-07-11 23:59:59,2016-07-11,2016-07-11,2.2929,CAD,1.0,1228500.0,1228500.0,GJ,,,190.0,2016-07-12 02:15:05,Index,Settled
2016-07-12,ICE NGX AB-NIT Same Day Index (5A),2016-07-12,2016-07-12 23:59:59,2016-07-12,2016-07-12,2.1608,CAD,1.0,1162500.0,1162500.0,GJ,,,195.0,2016-07-13 02:15:05,Index,Settled
2016-07-13,ICE NGX AB-NIT Same Day Index (5A),2016-07-13,2016-07-13 23:59:59,2016-07-13,2016-07-13,2.2051,CAD,1.0,715200.0,715200.0,GJ,,,144.0,2016-07-14 02:15:06,Index,Settled
2016-07-14,ICE NGX AB-NIT Same Day Index (5A),2016-07-14,2016-07-14 23:59:59,2016-07-14,2016-07-14,2.1645,CAD,1.0,466600.0,466600.0,GJ,,,93.0,2016-07-15 02:15:16,Index,Settled
2016-07-15,ICE NGX AB-NIT Same Day Index (5A),2016-07-15,2016-07-15 23:59:59,2016-07-15,2016-07-17,2.0629,CAD,1.0,889900.0,2669700.0,GJ,,,151.0,2016-07-16 02:15:01,Index,Settled
2016-07-16,ICE NGX AB-NIT Same Day Index (5A),2016-07-15,2016-07-15 23:59:59,2016-07-15,2016-07-17,2.0629,CAD,1.0,889900.0,2669700.0,GJ,,,151.0,2016-07-16 02:15:02,Index,Settled
