Date,Daily Gas Generation,Trend + Seasonal Component
3/4/2015,94426.33504,88406.65834
3/5/2015,84736.80354,88805.80716
3/6/2015,89561.83758,89210.71333
3/7/2015,100083.9391,89619.46955
3/8/2015,97421.58722,90030.19565
3/9/2015,94423.85102,90441.04333
3/10/2015,93464.31095,90850.20079
3/11/2015,88570.69297,91255.8972
3/12/2015,87704.14987,91656.40702
3/13/2015,91103.03371,92050.05413
3/14/2015,86657.9528,92435.21583
3/15/2015,92941.17185,92810.32663
3/16/2015,106829.7249,93173.88185
3/17/2015,97831.3115,93524.44101
3/18/2015,95347.7295,93860.631
3/19/2015,88330.30014,94181.14909
3/20/2015,100640.8143,94484.76564
3/21/2015,99670.77591,94770.32664
3/22/2015,103998.0587,95036.756
3/23/2015,108095.3169,95283.05755
3/24/2015,100570.0067,95508.3169
3/25/2015,92774.26038,95711.70297
3/26/2015,90747.07967,95892.46929
3/27/2015,87453.68923,96049.95509
3/28/2015,77490.80932,96183.58608
3/29/2015,73969.13885,96292.87504
3/30/2015,83650.29462,96377.42213
3/31/2015,78785.28548,96436.91492
4/1/2015,84173.64206,96471.12826
4/2/2015,98352.21338,96479.9238
4/3/2015,88731.72378,96463.24939
4/4/2015,94518.63909,96421.13811
4/5/2015,93277.32265,96353.70719
4/6/2015,98522.66907,96261.15661
4/7/2015,96989.51833,96143.76757
4/8/2015,95151.0096,96001.90065
4/9/2015,97831.85896,95835.99382
4/10/2015,87139.92664,95646.56024
4/11/2015,85508.27632,95434.18589
4/12/2015,89045.43745,95199.52696
4/13/2015,99483.6657,94943.30713
4/14/2015,91278.80555,94666.3146
4/15/2015,88918.48881,94369.3991
4/16/2015,88619.62441,94053.46859
4/17/2015,90620.80602,93719.48598
4/18/2015,85642.71478,93368.46558
4/19/2015,89760.41528,93001.4696
4/20/2015,95140.2466,92619.60435
4/21/2015,93355.76289,92224.01655
4/22/2015,83247.12497,91815.88942
4/23/2015,84938.21689,91396.43877
4/24/2015,85060.97424,90966.90899
4/25/2015,86727.2589,90528.56904
4/26/2015,87017.48019,90082.70837
4/27/2015,88237.34235,89630.63289
4/28/2015,89207.49521,89173.66078
4/29/2015,83471.68808,88713.11849
4/30/2015,80767.13201,88250.33665
5/1/2015,79552.10909,87786.64597
5/2/2015,87221.52223,87323.3733
5/3/2015,86911.28688,86861.83761
5/4/2015,88954.90229,86403.34613
5/5/2015,79794.26319,85949.1905
5/6/2015,81217.32862,85500.64301
5/7/2015,97298.3485,85058.95294
5/8/2015,100835.7716,84625.34303
5/9/2015,94011.02778,84201.00598
5/10/2015,88908.21827,83787.10115
5/11/2015,101064.3913,83384.75132
5/12/2015,102285.4859,82995.03966
5/13/2015,94574.22707,82619.00676
5/14/2015,103341.1619,82257.64784
5/15/2015,100180.3594,81911.91018
5/16/2015,84841.11507,81582.6906
5/17/2015,87628.41004,81270.83316
5/18/2015,83272.87845,80977.12708
5/19/2015,93764.61135,80702.30476
5/20/2015,93993.12549,80447.04002
5/21/2015,94768.10025,80211.94651
5/22/2015,95396.48453,79997.57632
5/23/2015,84273.17474,79804.41877
5/24/2015,74485.95189,79632.89943
5/25/2015,81767.70197,79483.37923
5/26/2015,80138.05625,79356.1539
5/27/2015,79934.99338,79251.45349
5/28/2015,77851.03404,79169.44214
5/29/2015,78733.72335,79110.21804
5/30/2015,74121.36477,79073.81357
5/31/2015,66451.8176,79060.1956
6/1/2015,71021.21506,79069.26604
6/2/2015,66750.44681,79100.86251
6/3/2015,66836.54331,79154.75925
6/4/2015,72340.97052,79230.6681
6/5/2015,72057.79701,79328.2398
6/6/2015,68447.47352,79447.06534
6/7/2015,66368.19281,79586.67749
6/8/2015,73380.83197,79746.55254
6/9/2015,77047.80416,79926.11209
6/10/2015,76932.64137,80124.7251
6/11/2015,72995.60276,80341.70999
6/12/2015,74992.5403,80576.33688
6/13/2015,75043.76348,80827.82996
6/14/2015,75480.36218,81095.37
6/15/2015,82094.83831,81378.09692
6/16/2015,79968.809,81675.11246
6/17/2015,74999.10307,81985.48298
6/18/2015,75716.8774,82308.24229
6/19/2015,73096.61532,82642.39457
6/20/2015,69656.14733,82986.91736
6/21/2015,68262.83344,83340.76459
6/22/2015,81433.00088,83702.86965
6/23/2015,83491.27552,84072.14851
6/24/2015,89128.78716,84447.50285
6/25/2015,91048.64833,84827.82322
6/26/2015,93905.00783,85211.9922
6/27/2015,92408.34485,85598.88754
6/28/2015,97343.53064,85987.38534
6/29/2015,94499.07071,86376.36313
6/30/2015,98046.23647,86764.70303
7/1/2015,91957.60644,87151.29477
7/2/2015,99703.46509,87535.03871
7/3/2015,99794.13828,87914.84885
7/4/2015,95221.0506,88289.65569
7/5/2015,87655.17096,88658.40907
7/6/2015,100851.7584,89020.08098
7/7/2015,100256.4886,89373.66819
7/8/2015,99905.87973,89718.19486
7/9/2015,99052.20949,90052.71505
7/10/2015,99206.8947,90376.31508
7/11/2015,95388.56528,90688.11588
7/12/2015,88637.38083,90987.27509
7/13/2015,93618.83037,91272.98917
7/14/2015,91845.83429,91544.49531
7/15/2015,91338.81285,91801.07325
7/16/2015,90694.45031,92042.04696
7/17/2015,87335.35523,92266.78618
7/18/2015,88064.11596,92474.70782
7/19/2015,88723.93626,92665.27723
7/20/2015,92193.33413,92838.00936
7/21/2015,88108.06276,92992.46966
7/22/2015,82255.59939,93128.27503
7/23/2015,83422.30388,93245.09442
7/24/2015,85376.99676,93342.64939
7/25/2015,81400.26588,93420.71457
7/26/2015,81416.53259,93479.11784
7/27/2015,87762.92005,93517.74045
7/28/2015,85779.49476,93536.51703
7/29/2015,85809.83506,93535.43535
7/30/2015,93641.63448,93514.53601
7/31/2015,95329.34491,93473.912
8/1/2015,91711.44399,93413.70809
8/2/2015,89985.15643,93334.12008
8/3/2015,88527.67908,93235.39397
8/4/2015,96787.92115,93117.82491
8/5/2015,90450.32507,92981.75617
8/6/2015,86634.49219,92827.57782
8/7/2015,90772.14783,92655.72544
8/8/2015,87086.446,92466.67865
8/9/2015,86930.84508,92260.95954
8/10/2015,94060.81073,92039.131
8/11/2015,98221.56004,91801.79498
8/12/2015,101933.7884,91549.59064
8/13/2015,100399.2308,91283.19243
8/14/2015,92806.21326,91003.30806
8/15/2015,84436.50115,90710.67644
8/16/2015,86897.28033,90406.06557
8/17/2015,95207.98709,90090.27029
8/18/2015,96929.16287,89764.11004
8/19/2015,98134.98336,89428.42663
8/20/2015,93490.87626,89084.0818
8/21/2015,86987.19283,88731.95495
8/22/2015,80237.43512,88372.94069
8/23/2015,82736.79113,88007.94646
8/24/2015,94316.60173,87637.89011
8/25/2015,98034.56796,87263.69745
8/26/2015,97690.75142,86886.29983
8/27/2015,93493.3588,86506.63174
8/28/2015,95927.15723,86125.6284
8/29/2015,86396.24674,85744.22337
8/30/2015,80328.35852,85363.34616
8/31/2015,83394.01982,84983.91998
9/1/2015,91767.1191,84606.85936
9/2/2015,92554.85787,84233.06798
9/3/2015,95112.47075,83863.43643
9/4/2015,89412.25178,83498.84009
9/5/2015,88338.26472,83140.13703
9/6/2015,85315.08355,82788.16601
9/7/2015,85112.32831,82443.74451
9/8/2015,84162.19637,82107.66689
9/9/2015,88859.02408,81780.70254
9/10/2015,85347.50214,81463.59424
9/11/2015,81404.28046,81157.05643
9/12/2015,70747.8423,80861.77376
9/13/2015,66196.49016,80578.39959
9/14/2015,73022.39402,80307.55466
9/15/2015,75059.86062,80049.82579
9/16/2015,76089.7376,79805.76478
9/17/2015,75357.92382,79575.88732
9/18/2015,66711.06662,79360.67204
9/19/2015,60805.54364,79160.55966
9/20/2015,62161.04974,78975.95225
9/21/2015,76161.89013,78807.21262
9/22/2015,76361.31778,78654.66375
9/23/2015,73481.34036,78518.5884
9/24/2015,72077.18299,78399.22878
9/25/2015,70872.73913,78296.78635
9/26/2015,67572.53157,78211.42176
9/27/2015,68777.91564,78143.25477
9/28/2015,80221.03447,78092.36448
9/29/2015,75052.67125,78058.78944
9/30/2015,81470.47261,78042.52802
10/1/2015,81899.79522,78043.53886
10/2/2015,87441.96271,78061.74131
10/3/2015,86779.19253,78097.0161
10/4/2015,89812.476,78149.20605
10/5/2015,89694.4963,78218.11683
10/6/2015,87669.36766,78303.51787
10/7/2015,85894.43782,78405.14331
10/8/2015,84390.30706,78522.6931
10/9/2015,79850.36302,78655.83405
10/10/2015,74964.86655,78804.2011
10/11/2015,77615.29289,78967.39855
10/12/2015,78927.26771,79145.00141
10/13/2015,80674.25343,79336.5568
10/14/2015,81024.63792,79541.58543
10/15/2015,86741.35883,79759.58306
10/16/2015,85917.56673,79990.0221
10/17/2015,74300.72407,80232.35319
10/18/2015,73317.20622,80486.00687
10/19/2015,76882.74277,80750.39524
10/20/2015,78520.54675,81024.91366
10/21/2015,77798.56183,81308.94252
10/22/2015,78431.41422,81601.84897
10/23/2015,84927.3578,81902.98867
10/24/2015,78970.78615,82211.70766
10/25/2015,80675.34725,82527.34404
10/26/2015,84698.83971,82849.22986
10/27/2015,92379.07081,83176.69286
10/28/2015,90676.55485,83509.05827
10/29/2015,83937.61231,83845.65057
10/30/2015,82459.66845,84185.79529
10/31/2015,86328.88972,84528.82069
11/1/2015,84221.94433,84874.05953
11/2/2015,99799.51204,85220.8507
11/3/2015,97972.20607,85568.54092
11/4/2015,87154.60813,85916.48632
11/5/2015,87943.82737,86264.05404
11/6/2015,84770.73737,86610.62375
11/7/2015,76818.01702,86955.58913
11/8/2015,82945.4486,87298.35929
11/9/2015,97409.67751,87638.36017
11/10/2015,92001.83903,87975.03586
11/11/2015,84005.41019,88307.84982
11/12/2015,86294.57745,88636.28612
11/13/2015,83503.56857,88959.85054
11/14/2015,85478.45796,89278.07164
11/15/2015,85330.79105,89590.50174
11/16/2015,90370.09276,89896.71788
11/17/2015,86255.9479,90196.32257
11/18/2015,89979.73514,90488.94467
11/19/2015,100848.327,90774.23999
11/20/2015,101934.3358,91051.89195
11/21/2015,87260.01585,91321.61207
11/22/2015,88001.06724,91583.14047
11/23/2015,94646.45147,91836.2462
11/24/2015,90230.802,92080.72753
11/25/2015,96887.68795,92316.41216
11/26/2015,95627.84486,92543.15736
11/27/2015,91465.50131,92760.84998
11/28/2015,89682.13437,92969.40643
11/29/2015,96227.31252,93168.77254
11/30/2015,97274.74556,93358.92339
12/1/2015,90105.43999,93539.863
12/2/2015,85297.20307,93711.62397
12/3/2015,79965.61937,93874.26708
12/4/2015,86301.32397,94027.88072
12/5/2015,85714.79805,94172.58036
12/6/2015,84688.90316,94308.50788
12/7/2015,85812.27416,94435.83083
12/8/2015,91092.41052,94554.74165
12/9/2015,91706.04052,94665.45679
12/10/2015,95875.7319,94768.21583
12/11/2015,94288.05344,94863.28047
12/12/2015,93855.46079,94950.93348
12/13/2015,87165.45356,95031.47767
12/14/2015,95798.51125,95105.23465
12/15/2015,89669.26343,95172.54374
12/16/2015,93588.72382,95233.76064
12/17/2015,99294.6898,95289.25624
12/18/2015,95801.09919,95339.41523
12/19/2015,96065.32287,95384.63478
12/20/2015,89598.14746,95425.32319
12/21/2015,92562.07258,95461.8984
12/22/2015,100364.1951,95494.78663
12/23/2015,101942.6957,95524.42091
12/24/2015,98375.01183,95551.23958
12/25/2015,96201.87256,95575.68483
12/26/2015,92855.92467,95598.20122
12/27/2015,89030.70867,95619.23416
12/28/2015,100751.9363,95639.22844
12/29/2015,104686.9038,95658.62672
12/30/2015,98590.99117,95677.86805
12/31/2015,91731.87941,95697.38638
1/1/2016,86484.97917,95717.60913
1/2/2016,89339.52887,95738.95574
1/3/2016,89278.84265,95761.83622
1/4/2016,100735.0266,95786.64979
1/5/2016,104912.1789,95813.78351
1/6/2016,103534.7675,95843.61096
1/7/2016,101404.5018,95876.4909
1/8/2016,107069.669,95912.76607
1/9/2016,102353.9044,95952.76195
1/10/2016,94101.20982,95996.78562
1/11/2016,98359.86584,96045.1246
1/12/2016,95068.65226,96098.04585
1/13/2016,100767.9536,96155.79471
1/14/2016,107209.918,96218.59399
1/15/2016,112590.2241,96286.64304
1/16/2016,111102.3447,96360.11699
1/17/2016,108028.526,96439.16593
1/18/2016,106612.5587,96523.91425
1/19/2016,108101.1983,96614.46003
1/20/2016,116378.1315,96710.87444
1/21/2016,99952.79903,96813.20134
1/22/2016,96610.46709,96921.45681
1/23/2016,94348.42053,97035.62887
1/24/2016,97731.09269,97155.6772
1/25/2016,100044.242,97281.533
1/26/2016,88626.13149,97413.09887
1/27/2016,89140.5019,97550.24883
1/28/2016,88166.50306,97692.82835
1/29/2016,92144.17276,97840.65454
1/30/2016,94705.04734,97993.51635
1/31/2016,97945.02502,98151.17489
2/1/2016,105608.2215,98313.3638
2/2/2016,102895.3003,98479.78975
2/3/2016,98395.22094,98650.13296
2/4/2016,98347.26793,98824.04781
2/5/2016,89260.64103,99001.16357
2/6/2016,86547.83453,99181.08516
2/7/2016,92051.56183,99363.39397
2/8/2016,93593.66835,99547.64881
2/9/2016,87525.65188,99733.38688
2/10/2016,96721.91515,99920.12483
2/11/2016,99322.50102,100107.3598
2/12/2016,102118.9807,100294.5709
2/13/2016,91809.96345,100481.2199
2/14/2016,88439.76194,100666.753
2/15/2016,91604.78488,100850.6021
2/16/2016,93094.68368,101032.186
2/17/2016,98872.32344,101210.912
2/18/2016,90708.43858,101386.1775
2/19/2016,96881.01541,101557.3713
2/20/2016,94790.34428,101723.8751
2/21/2016,92118.41685,101885.0657
2/22/2016,98428.15684,102040.3157
2/23/2016,106062.7213,102188.9962
2/24/2016,109624.1745,102330.4775
2/25/2016,101637.5522,102464.1316
2/26/2016,97435.86598,102589.3333
2/27/2016,104574.4466,102705.4624
2/28/2016,103027.5552,102811.905
2/29/2016,108510.7601,102908.0555
3/1/2016,111136.1829,102993.3186
3/2/2016,105499.5423,103067.11
3/3/2016,104437.4324,103128.8595
3/4/2016,102914.2598,103178.0114
3/5/2016,99524.55999,103214.0269
3/6/2016,100577.0329,103236.3858
3/7/2016,103486.9684,103244.5875
3/8/2016,105712.6062,103238.1531
3/9/2016,107133.3674,103216.6267
3/10/2016,102431.2862,103179.5771
3/11/2016,100860.3654,103126.5989
3/12/2016,100299.6223,103057.3142
3/13/2016,97674.31851,102971.3738
3/14/2016,104097.3893,102868.4585
3/15/2016,106578.5126,102748.2803
3/16/2016,108445.5181,102610.5836
3/17/2016,117731.4782,102455.1461
3/18/2016,115641.4557,102281.7802
3/19/2016,104705.1235,102090.3334
3/20/2016,107850.1768,101880.6896
3/21/2016,109323.7015,101652.7696
3/22/2016,113196.4265,101406.532
3/23/2016,108144.5099,101141.9736
3/24/2016,101580.7752,100859.1299
3/25/2016,100374.4075,100558.0758
3/26/2016,101514.1786,100238.9257
3/27/2016,98507.75258,99901.83365
3/28/2016,96174.57135,99546.99371
3/29/2016,92791.74433,99174.63988
3/30/2016,97612.37054,98785.04606
3/31/2016,104473.4378,98378.52588
4/1/2016,100157.8204,97955.43249
4/2/2016,91339.0108,97516.15816
4/3/2016,93939.62132,97061.13389
4/4/2016,92987.55448,96590.82882
4/5/2016,84190.28666,96105.74959
4/6/2016,89181.47836,95606.43964
4/7/2016,95357.86832,95093.47832
4/8/2016,93887.17053,94567.48004
4/9/2016,87865.73688,94029.09315
4/10/2016,90953.70955,93478.99893
4/11/2016,94332.49533,92917.91031
4/12/2016,91193.42082,92346.57066
4/13/2016,86842.7404,91765.75236
4/14/2016,89753.68207,91176.25538
4/15/2016,89200.44608,90578.90576
4/16/2016,84383.89563,89974.55401
4/17/2016,81367.82304,89364.07344
4/18/2016,91267.46821,88748.3584
4/19/2016,100088.9952,88128.32252
4/20/2016,91517.0419,87504.89681
4/21/2016,94232.6796,86879.02778
4/22/2016,91341.24223,86251.67546
4/23/2016,87971.65271,85623.81139
4/24/2016,86838.51783,84996.41658
4/25/2016,90028.25108,84370.47939
4/26/2016,91871.02316,83746.99345
4/27/2016,92827.88045,83126.95549
4/28/2016,89228.3435,82511.36319
4/29/2016,87354.07196,81901.21296
4/30/2016,89364.45955,81297.49778
5/1/2016,85727.68872,80701.20502
5/2/2016,93820.46588,80113.31416
5/3/2016,91158.78623,79534.79468
5/4/2016,82590.10889,78966.60384
5/5/2016,73550.63106,78409.68451
5/6/2016,78023.52963,77864.96303
5/7/2016,71000.41609,77333.3471
5/8/2016,63247.88808,76815.72367
5/9/2016,73348.0258,76312.95694
5/10/2016,77495.04071,75825.88629
5/11/2016,74069.59918,75355.32441
5/12/2016,75905.40017,74902.0553
5/13/2016,77926.59014,74466.8325
5/14/2016,68942.39384,74050.3773
5/15/2016,69202.89028,73653.37698
5/16/2016,69622.70641,73276.48323
5/17/2016,68148.05608,72920.31056
5/18/2016,65245.0509,72585.43482
5/19/2016,62900.21331,72272.3918
5/20/2016,63376.61871,71981.67593
5/21/2016,60753.55497,71713.73908
5/22/2016,63619.60008,71468.98942
5/23/2016,61415.36118,71247.7904
5/24/2016,65166.61654,71050.45986
5/25/2016,66334.52044,70877.26918
5/26/2016,67303.22123,70728.44263
5/27/2016,64229.34582,70604.1567
5/28/2016,63734.23447,70504.5397
5/29/2016,62246.14091,70429.67131
5/30/2016,65031.75502,70379.58239
5/31/2016,71498.1377,70354.2548
6/1/2016,66815.3051,70353.62136
6/2/2016,72490.25217,70377.566
6/3/2016,73561.4995,70425.9239
6/4/2016,70009.5636,70498.48185
6/5/2016,70494.48052,70594.97867
6/6/2016,74794.93188,70715.1058
6/7/2016,75473.92279,70858.50789
6/8/2016,73451.87662,71024.78368
6/9/2016,71350.64634,71213.48678
6/10/2016,74382.52901,71424.12677
6/11/2016,69676.32272,71656.17022
6/12/2016,68724.59113,71909.04196
6/13/2016,74219.3977,72182.12635
6/14/2016,73449.91935,72474.7687
6/15/2016,73241.36955,72786.27677
6/16/2016,74137.20521,73115.92235
6/17/2016,75991.98747,73462.94296
6/18/2016,76329.81953,73826.5436
6/19/2016,73648.77567,74205.89859
6/20/2016,80085.65154,74600.15346
6/21/2016,80404.18537,75008.42697
6/22/2016,80251.11203,75429.81315
6/23/2016,84826.28371,75863.38335
6/24/2016,81332.42585,76308.1885
6/25/2016,77025.5091,76763.26122
6/26/2016,79487.39131,77227.61811
6/27/2016,88291.51488,77700.26206
6/28/2016,88676.43612,78180.18453
6/29/2016,90026.38244,78666.3679
6/30/2016,84779.46192,79157.78784
7/1/2016,81953.76766,79653.41569
7/2/2016,79542.76375,80152.22085
7/3/2016,76300.45791,80653.17312
7/4/2016,81813.00053,81155.24515
7/5/2016,82684.18817,81657.41473
7/6/2016,83885.25069,82158.66721
7/7/2016,85661.69175,82657.99778
7/8/2016,81988.83023,83154.4138
7/9/2016,79725.83691,83646.93705
7/10/2016,79558.14752,84134.60594
7/11/2016,79078.08452,84616.47773
7/12/2016,78915.65979,85091.63059
7/13/2016,82723.00326,85559.16574
7/14/2016,84862.87798,86018.20941
7/15/2016,82961.26314,86467.91478
7/16/2016,79114.09118,86907.46386
7/17/2016,82999.78245,87336.06928
7/18/2016,96008.86405,87752.97597
7/19/2016,94376.50628,88157.46282
7/20/2016,85508.73402,88548.84417
7/21/2016,88247.77331,88926.47127
7/22/2016,87469.01667,89289.73364
7/23/2016,77690.97666,89638.06023
7/24/2016,81722.45845,89970.92066
7/25/2016,94843.56494,90287.82618
7/26/2016,94546.95227,90588.33059
7/27/2016,97194.74463,90872.03108
7/28/2016,98119.96781,91138.56892
7/29/2016,96998.5197,91387.63002
7/30/2016,88311.95862,91618.94543
7/31/2016,83403.95608,91832.29165
8/1/2016,87330.68228,92027.49092
8/2/2016,91504.98567,92204.41127
8/3/2016,85962.52037,92362.96659
8/4/2016,92086.37973,92503.11646
8/5/2016,90386.06139,92624.86595
8/6/2016,87469.04779,92728.26526
8/7/2016,87131.16912,92813.40927
8/8/2016,93541.32655,92880.43696
8/9/2016,98257.90094,92929.53074
8/10/2016,99480.31428,92960.91567
8/11/2016,100880.8876,92974.85852
8/12/2016,101347.0049,92971.66684
8/13/2016,96346.77756,92951.68785
8/14/2016,97807.83072,92915.30721
8/15/2016,108046.7407,92862.9478
8/16/2016,105799.9646,92795.06831
8/17/2016,107675.6176,92712.16181
8/18/2016,110579.6178,92614.7542
8/19/2016,111080.0709,92503.40264
8/20/2016,96844.06376,92378.69383
8/21/2016,94004.56515,92241.24232
8/22/2016,87588.1334,92091.68865
8/23/2016,84250.60883,91930.69755
8/24/2016,86114.45318,91758.95601
8/25/2016,85524.51849,91577.17132
8/26/2016,82107.17993,91386.0691
8/27/2016,72913.21619,91186.39128
8/28/2016,74873.09428,90978.89406
8/29/2016,81977.58507,90764.3458
8/30/2016,82122.8389,90543.52501
8/31/2016,92140.22737,90317.21819
9/1/2016,83873.72369,90086.21776
9/2/2016,80984.72297,89851.31997
9/3/2016,79652.21636,89613.32281
9/4/2016,80554.10079,89373.02394
9/5/2016,82575.0953,89131.21862
9/6/2016,83525.7764,88888.69772
9/7/2016,81820.5002,88646.24568
9/8/2016,79597.54262,88404.63857
9/9/2016,79600.40218,88164.64218
9/10/2016,77274.29805,87927.01012
9/11/2016,81767.45426,87692.48201
9/12/2016,91266.30516,87461.78172
9/13/2016,86836.89928,87235.61566
9/14/2016,90149.20581,87014.67113
9/15/2016,92695.15525,86799.61476
9/16/2016,87811.5705,86591.09099
9/17/2016,79221.96633,86389.72069
9/18/2016,79941.93511,86196.09976
9/19/2016,85502.07461,86010.79792
9/20/2016,86277.31083,85834.35751
9/21/2016,90259.17801,85667.29243
9/22/2016,86048.63256,85510.08712
9/23/2016,82780.29147,85363.19566
9/24/2016,79092.68926,85227.04102
9/25/2016,81123.35566,85102.01427
9/26/2016,90013.17275,84988.47404
9/27/2016,94943.05805,84886.74599
9/28/2016,103613.4614,84797.12237
9/29/2016,98668.33728,84719.86176
9/30/2016,91444.0327,84655.18881
10/1/2016,84545.0543,84603.29417
10/2/2016,83348.74061,84564.33445
10/3/2016,89249.96134,84538.43231
10/4/2016,86272.84001,84525.67667
10/5/2016,85209.61868,84526.12292
10/6/2016,93994.5443,84539.79338
10/7/2016,90992.79472,84566.67771
10/8/2016,90923.09741,84606.73344
10/9/2016,88388.07263,84659.88668
10/10/2016,89699.70861,84726.03277
10/11/2016,91087.92929,84805.03714
10/12/2016,88022.41659,84896.73615
10/13/2016,89905.72151,85000.93807
10/14/2016,88139.71107,85117.4241
10/15/2016,87488.74173,85245.94946
10/16/2016,83626.21256,85386.24454
10/17/2016,93270.51469,85538.01613
10/18/2016,88696.4039,85700.94865
10/19/2016,87133.09458,85874.70553
10/20/2016,83010.32905,86058.9305
10/21/2016,86641.33476,86253.24904
10/22/2016,84037.6275,86457.26979
10/23/2016,87301.49914,86670.58604
10/24/2016,100037.3253,86892.77719
10/25/2016,93135.97869,87123.41029
10/26/2016,95257.35631,87362.04156
10/27/2016,90039.65516,87608.2179
10/28/2016,96918.72814,87861.47847
10/29/2016,88398.71044,88121.35622
10/30/2016,86786.61734,88387.37941
10/31/2016,90987.55067,88659.07315
11/1/2016,89798.44776,88935.96092
11/2/2016,85321.41493,89217.56602
11/3/2016,83067.26254,89503.41311
11/4/2016,82642.90082,89793.02957
11/5/2016,79242.98659,90085.94697
11/6/2016,81404.00848,90381.70237
11/7/2016,81946.17599,90679.83973
11/8/2016,85983.55397,90979.9111
11/9/2016,87833.60982,91281.4779
11/10/2016,90273.24661,91584.11209
11/11/2016,81661.83,91887.39728
11/12/2016,80670.05291,92190.92979
11/13/2016,81476.62224,92494.31965
11/14/2016,90897.46549,92797.1915
11/15/2016,94831.19185,93099.1855
11/16/2016,93544.49086,93399.95808
11/17/2016,96393.57287,93699.18268
11/18/2016,97849.96588,93996.55036
11/19/2016,90881.4486,94291.7704
11/20/2016,94480.7433,94584.57078
11/21/2016,91412.13398,94874.69856
11/22/2016,92699.77012,95161.92028
11/23/2016,88848.15947,95446.02211
11/24/2016,90750.53081,95726.8101
11/25/2016,89511.85675,96004.11027
11/26/2016,90856.77292,96277.76856
11/27/2016,89373.46041,96547.65083
11/28/2016,93374.76438,96813.64267
11/29/2016,94904.50949,97075.6492
11/30/2016,91659.77313,97333.59478
12/1/2016,97441.59995,97587.42263
12/2/2016,85716.77439,97837.09437
12/3/2016,86464.24358,98082.58954
12/4/2016,89654.58767,98323.90501
12/5/2016,100889.5089,98561.05434
12/6/2016,105675.0635,98794.06705
12/7/2016,111167.0056,99022.9879
12/8/2016,116449.0258,99247.87604
12/9/2016,115225.5672,99468.80414
12/10/2016,111121.6604,99685.85749
12/11/2016,106902.7439,99899.13303
12/12/2016,112500.8907,100108.7383
12/13/2016,111576.0613,100314.7905
12/14/2016,113696.4226,100517.4153
12/15/2016,116114.9844,100716.7458
12/16/2016,118506.77,100912.9214
12/17/2016,102980.5307,101106.0865
12/18/2016,92922.23822,101296.3898
12/19/2016,93813.04654,101483.9825
12/20/2016,92393.9314,101669.0175
12/21/2016,88655.01454,101851.6481
12/22/2016,87644.93505,102032.0269
12/23/2016,99410.15057,102210.3046
12/24/2016,100413.2397,102386.6287
12/25/2016,109251.875,102561.1426
12/26/2016,97667.98863,102733.9841
12/27/2016,90005.05854,102905.2846
12/28/2016,90292.34336,103075.1682
12/29/2016,93794.58091,103243.75
12/30/2016,98580.48407,103411.1356
12/31/2016,95446.21352,103577.4203
1/1/2017,100520.9494,103742.6874
1/2/2017,109856.4152,103907.0083
1/3/2017,115539.085,104070.4407
1/4/2017,113158.0289,104233.0288
1/5/2017,107746.3099,104394.8016
1/6/2017,113959.0359,104555.7731
1/7/2017,117699.053,104715.9413
1/8/2017,115592.9498,104875.2874
1/9/2017,116959.405,105033.7759
1/10/2017,111896.949,105191.354
1/11/2017,103019.925,105347.951
1/12/2017,106068.3863,105503.4785
1/13/2017,105908.1862,105657.8298
1/14/2017,100987.7261,105810.8801
1/15/2017,103516.8236,105962.4862
1/16/2017,104755.6675,106112.4868
1/17/2017,99049.78841,106260.7026
1/18/2017,97417.77783,106406.9363
1/19/2017,100176.4827,106550.9729
1/20/2017,108327.845,106692.5803
1/21/2017,106177.9273,106831.5094
1/22/2017,107874.4535,106967.4948
1/23/2017,111509.6977,107100.2553
1/24/2017,110892.9205,107229.4944
1/25/2017,110161.6169,107354.9014
1/26/2017,105749.7182,107476.1516
1/27/2017,101975.8919,107592.9077
1/28/2017,101067.8649,107704.82
1/29/2017,100519.9412,107811.5283
1/30/2017,108457.8384,107912.662
1/31/2017,114919.5001,108007.8417
2/1/2017,116610.4987,108096.68
2/2/2017,113858.0706,108178.783
2/3/2017,116039.6743,108253.7511
2/4/2017,116592.9463,108321.1806
2/5/2017,118138.5488,108380.6648
2/6/2017,120203.8235,108431.7952
2/7/2017,121326.173,108474.163
2/8/2017,118071.2573,108507.3605
2/9/2017,111513.5744,108530.9823
2/10/2017,107081.849,108544.6268
2/11/2017,96393.26189,108547.8975
2/12/2017,94410.56938,108540.4045
2/13/2017,98398.9927,108521.766
2/14/2017,94341.64027,108491.6095
2/15/2017,89331.82754,108449.5732
2/16/2017,90159.65173,108395.3077
2/17/2017,95208.53498,108328.4768
2/18/2017,99174.29946,108248.7594
2/19/2017,92503.29581,108155.8506
2/20/2017,94017.84845,108049.463
2/21/2017,103430.1498,107929.3278
2/22/2017,112636.843,107795.1964
2/23/2017,113569.4536,107646.8411
2/24/2017,114741.2099,107484.0568
2/25/2017,107955.2884,107306.6614
2/26/2017,114082.376,107114.4975
2/27/2017,120844.0084,106907.4329
2/28/2017,116703.0955,106685.3619
3/1/2017,110097.8726,106448.2056
3/2/2017,107303.9186,106195.9134
3/3/2017,101660.0639,105928.4632
3/4/2017,97182.58377,105645.8621
3/5/2017,105460.4728,105348.1471
3/6/2017,111556.4602,105035.3858
3/7/2017,116359.0804,104707.6763
3/8/2017,118334.4806,104365.148
3/9/2017,124771.352,104007.9616
3/10/2017,119866.6949,103636.3094
