Date,Coal,Trend_Coal_Generation,Gas,Trend + Seasonal Component_x,Solar,Trend_Seasonal_Component,Wind,Trend + Seasonal Component_y
2018-02-16,76206.83603,82201.93117,123494.2905,131891.2669,52.72399897,2.631894493,19336.487,12246.76825
2018-02-17,81816.91476,82162.23669,126563.9953,131851.6188,27.49649944,17.33764736,6197.31098,12126.65225
2018-02-18,77065.76699,82132.45132,132791.5628,131798.378,14.15227749,31.87672671,6461.857353,12005.44807
2018-02-19,86598.56707,82111.82693,136654.1873,131731.4947,51.48338783,46.19671785,4799.598723,11883.37688
2018-02-20,95336.94066,82099.58578,135154.5517,131650.9352,78.21772068,60.24716125,10527.18242,11760.66738
2018-02-21,89654.52206,82094.92322,135238.8501,131556.6823,58.29133221,73.97968708,17399.81125,11637.55498
2018-02-22,95611.13199,82097.01048,138016.4563,131448.7352,50.36233206,87.34814148,6696.941732,11514.28107
2018-02-23,83311.81921,82104.99751,129378.5424,131327.1103,88.69616507,100.3087043,24784.21424,11391.09212
2018-02-24,73137.05986,82118.01596,125772.9393,131191.8413,72.06372086,112.8199977,22113.9672,11268.2389
2018-02-25,70409.33121,82135.18211,122909.0567,131042.9792,62.22577685,124.8431858,22526.46106,11145.97556
2018-02-26,81227.72306,82155.59997,133986.9817,130880.5928,90.12122089,136.3420649,15212.82043,11024.55872
2018-02-27,72597.39166,82178.36428,126886.4069,130704.7687,65.77110999,147.2831429,26689.33254,10904.24665
2018-02-28,76556.76533,82202.5637,129360.4919,130515.6116,94.90405401,157.6357104,15702.70047,10785.29825
2018-03-01,84496.28846,82227.28389,135599.0178,130313.2444,64.99977671,167.3719005,9040.886682,10667.97223
2018-03-02,89837.1465,82251.61065,131790.3334,130097.8081,18.20899957,176.4667385,11577.49025,10552.5261
2018-03-03,91259.81348,82274.63303,127379.5761,129869.4621,67.81294331,184.8981814,6979.79216,10439.21529
2018-03-04,92121.40122,82295.4465,125425.5711,129628.3841,76.36566524,192.6471473,1219.122291,10328.2922
2018-03-05,97126.31521,82313.15605,127882.5019,129374.7699,98.4214154,199.6975337,2077.785525,10220.00532
2018-03-06,94348.74882,82326.8792,126932.0821,129108.834,97.67694323,206.036226,5262.284798,10114.59828
2018-03-07,93373.66268,82335.74909,130332.7258,128830.8086,94.74455434,211.653095,3928.678841,10012.30899
2018-03-08,86228.02519,82338.91747,132069.274,128540.9442,45.12983245,216.5409849,10329.71969,9913.368718
2018-03-09,75733.83765,82335.55756,125417.8128,128239.5093,72.24899873,220.6956908,19412.4809,9818.00129
2018-03-10,83266.16826,82324.86696,123423.3249,127926.7899,101.7797767,224.1159257,6501.816076,9726.42221
2018-03-11,85127.38837,82306.07039,125515.3733,127603.0895,103.0633314,226.8032788,4284.351247,9638.83787
2018-03-12,90888.25314,82278.42243,127915.1431,127268.7292,87.21013764,228.7621634,3685.661948,9555.444767
2018-03-13,86139.33791,82241.21004,124968.5543,126924.0465,95.24369248,229.9997557,9946.120389,9476.428754
2018-03-14,88555.73692,82193.7551,124619.8499,126569.396,3.348777751,230.5259251,10317.16131,9401.964332
2018-03-15,92298.98349,82135.41678,126371.9828,126205.1482,32.29283273,230.3531549,6551.204229,9332.213967
2018-03-16,87534.70337,82065.5938,129318.5589,125831.6898,77.65316538,229.4964558,2854.1071,9267.327467
2018-03-17,81876.23091,81983.72655,130568.8595,125449.4225,38.89661031,227.9732704,374.7888087,9207.44138
2018-03-18,77363.87607,81889.29911,133947.0458,125058.7632,63.66530441,225.8033713,1634.530153,9152.678451
2018-03-19,85594.5132,81781.84108,130954.7536,124660.1432,101.3329427,223.0087509,5056.637033,9103.147125
2018-03-20,78377.04928,81660.92935,120686.1815,124254.0077,97.07369297,219.6135053,17031.48292,9058.941088
2018-03-21,86165.38258,81526.18959,126266.2587,123840.8152,77.16516568,215.6437123,6108.061406,9020.138876
2018-03-22,84358.07623,81377.29774,129925.3444,123421.0369,58.69155427,211.1273029,6024.113629,8986.80352
2018-03-23,71952.89729,81213.98118,125626.123,122995.1562,109.7009979,206.0939283,18646.47345,8958.982252
2018-03-24,71169.44576,81036.01989,127994.844,122563.6678,66.29955456,200.5748219,6380.928727,8936.70627
2018-03-25,62793.17923,80843.24731,128533.1659,122127.0772,48.74105465,194.6026574,14822.7534,8919.990545
2018-03-26,57607.9611,80635.55109,124770.674,121685.9,117.3215541,188.2114035,27822.49743,8908.833702
2018-03-27,67395.22703,80412.87372,122507.5077,121240.661,86.8316097,181.4361749,21164.08873,8903.217942
2018-03-28,82320.29274,80175.21286,127654.2512,120791.8934,36.78599937,174.3130819,3508.408774,8903.109033
2018-03-29,81783.64767,79922.62159,125540.9701,120340.1384,77.02327673,166.8790775,6997.81045,8908.456352
2018-03-30,69609.43254,79655.20846,126693.0584,119885.9437,46.94205483,159.1718031,12927.75758,8919.192983
2018-03-31,75202.2512,79373.13734,129777.5873,119429.8634,74.93983188,151.2294339,4947.046434,8935.235881
2018-04-01,75539.55135,79076.62715,117376.8581,118972.4566,92.76105368,143.090524,2022.390664,8956.486084
2018-04-02,76983.60005,78765.95131,118872.8386,118514.2868,92.52841508,134.7938518,3345.601044,8982.82898
2018-04-03,76227.06841,78441.43716,118660.7939,118055.9211,119.3519974,126.3782666,5381.328854,9014.13464
2018-04-04,80692.13186,78103.46506,115820.3491,117597.9287,110.328665,117.8825364,8206.658232,9050.258189
2018-04-05,84680.02456,77752.46743,112735.1514,117140.8809,109.0043308,109.3451984,5461.534837,9091.040245
2018-04-06,82919.89121,77388.92755,113371.5023,116685.3494,112.7916091,100.8044114,6704.563733,9136.307398
2018-04-07,78287.81305,77013.37828,109182.7887,116231.9058,82.55666519,92.29781156,6398.824332,9185.87274
2018-04-08,80994.3891,76626.40051,105872.6585,115781.1204,10.76849948,83.86237223,1069.139833,9239.53645
2018-04-09,73314.65106,76228.62156,103525.8412,115333.5614,107.4143315,75.53426724,15676.07724,9297.086413
2018-04-10,76788.0774,75820.71338,103147.3413,114889.7939,91.59227628,67.34873919,11424.34772,9358.298894
2018-04-11,83867.2763,75403.39059,100477.0694,114450.3791,37.63427704,59.33997263,11729.089,9422.93924
2018-04-12,85205.72701,74977.40845,107640.4665,114015.8731,20.44711049,51.54097275,3188.549062,9490.762631
2018-04-13,72508.75094,74543.5606,107152.2387,113586.8261,73.0583321,43.98344984,17661.75319,9561.514863
2018-04-14,61970.3164,74102.6768,106674.7251,113163.7815,99.70877628,36.69771005,22032.61744,9634.933158
2018-04-15,72887.77638,73655.62041,110841.9992,112747.2747,90.18472084,29.7125527,7478.931674,9710.747017
2018-04-16,85271.15743,73203.28591,107248.4312,112337.8328,27.23277727,23.05517453,8730.381013,9788.679082
2018-04-17,75195.29941,72746.59618,106152.5949,111935.9728,114.5916659,16.75108104,19563.96096,9868.446042
2018-04-18,79970.6876,72286.49983,105096.9904,111542.2015,120.8760536,10.82400545,8987.286993,9949.759539
2018-04-19,79281.65316,71823.96827,105240.8449,111157.0143,118.0107207,5.29583522,5677.845162,10032.32711
2018-04-20,70090.46045,71359.9929,104578.8673,110780.8941,112.1976376,0.18654652,11668.09507,10115.85312
2018-04-21,57513.99862,70895.58206,101206.5672,110414.3109,29.72872171,-4.485853196,24159.17911,10200.03974
2018-04-22,68101.27698,70431.75806,100972.2315,110057.7207,111.2533321,-8.705374446,11983.27778,10284.58789
2018-04-23,79337.26782,69969.55407,104498.4488,109711.5649,112.5462204,-12.45808662,4052.467457,10369.19822
2018-04-24,67364.16232,69510.011,102939.9283,109376.2693,110.0045259,-15.73215047,19221.61065,10453.57208
2018-04-25,68284.08445,69054.1744,109564.2688,109052.2434,87.51055453,-18.51784219,13438.61951,10537.41247
2018-04-26,71969.46086,68603.09124,109931.4063,108739.88,119.699498,-20.80756895,6438.890929,10620.425
2018-04-27,65344.80201,68157.80677,108158.0958,108439.554,118.4550538,-22.59587608,11969.17093,10702.31887
2018-04-28,52130.67104,67719.36137,108484.8534,108151.6221,115.6361091,-23.87944576,15142.5775,10782.80775
2018-04-29,47997.88427,67288.78734,110550.2533,107876.4224,75.30972097,-24.65708748,21807.14372,10861.61072
2018-04-30,71225.31827,66867.10583,112979.1682,107614.273,119.4673874,-24.92972019,3872.634665,10938.45319
2018-05-01,60962.05388,66455.32369,114908.9602,107365.4723,83.45688749,-24.70034652,12178.42829,11013.06774
2018-05-02,66435.3541,66054.43039,108760.3747,107130.2983,115.5236094,-23.97401896,12472.79536,11085.19497
2018-05-03,65749.33708,65665.39506,105858.0057,106909.0077,115.2862206,-22.75779848,12822.48112,11154.58434
2018-05-04,59926.83411,65289.16348,105971.878,106701.8359,86.04977628,-21.06070557,14300.36237,11220.99492
2018-05-05,55147.88286,64926.65523,112404.6626,106508.9965,102.0716649,-18.89366417,4317.919114,11284.19617
2018-05-06,57267.19302,64578.76086,111972.3601,106330.6811,110.7354428,-16.26943857,2263.138668,11343.96863
2018-05-07,62029.03012,64246.33916,111839.3986,106167.0586,88.08222068,-13.20256379,9707.409221,11400.10459
2018-05-08,63670.96695,63930.21454,111419.9945,106018.2754,94.01677642,-9.709269545,12030.89627,11452.40874
2018-05-09,60105.59228,63631.17451,118807.5992,105884.4549,49.75727687,-5.807398354,9461.979487,11500.69872
2018-05-10,65868.90827,63349.96723,116261.4551,105765.6975,37.38377715,-1.516318005,5769.243012,11544.80568
2018-05-11,67545.64938,63087.29925,116483.111,105662.0805,57.56311019,3.143171156,2539.953208,11584.57475
2018-05-12,63158.27987,62843.83331,114138.0532,105573.6577,122.7157202,8.148933725,4064.167312,11619.86551
2018-05-13,61656.10821,62620.18629,111087.7782,105500.4599,122.5723874,13.47760113,7386.004973,11650.55232
2018-05-14,68688.65364,62416.92731,111681.4908,105442.4945,116.3147208,19.10467743,10943.91699,11676.52469
2018-05-15,69908.69683,62234.576,107415.5083,105399.7457,118.8423321,25.00464868,7181.143782,11697.68754
2018-05-16,64189.20459,62073.6008,110175.7428,105372.1747,117.0610541,31.15109522,11012.33404,11713.96145
2018-05-17,56156.56736,61934.41759,108155.1132,105359.7199,18.83549961,37.51680667,16583.0459,11725.28279
2018-05-18,61544.4053,61817.38833,110237.894,105362.2968,93.02372045,44.07389896,7027.425354,11731.60385
2018-05-19,53848.547,61722.81993,105961.7488,105379.7986,117.4876093,50.79393298,12617.51247,11732.89287
2018-05-20,53507.26478,61650.96329,102579.8501,105412.0964,124.8896644,57.64803446,17594.85583,11729.13407
2018-05-21,68822.3928,61602.01244,106554.8673,105459.0393,113.4247756,64.60701446,5697.877304,11720.32758
2018-05-22,80696.57877,61576.10398,108384.4508,105520.4552,111.8913317,71.64149009,2046.118464,11706.4893
2018-05-23,78720.23476,61573.31653,108543.3057,105596.1509,117.6770536,78.72200494,3519.179428,11687.65077
2018-05-24,70097.62033,61593.67049,105651.7007,105685.9129,96.68216496,85.81914881,18222.35943,11663.8589
2018-05-25,68974.37132,61637.12791,109637.8261,105789.5073,106.9618318,92.9036762,11831.9128,11635.17572
2018-05-26,62008.71436,61703.59253,103567.8917,105906.6812,102.1902762,99.94662311,14693.5706,11601.67806
2018-05-27,66607.2171,61792.91002,103518.1859,106037.1626,108.2785537,106.9194218,6823.066945,11563.45711
2018-05-28,68299.78784,61904.86835,104290.3718,106180.6612,119.1525532,113.794013,16992.34525,11520.61806
2018-05-29,65640.43239,62039.19843,105939.5059,106336.8693,122.2146088,120.5429551,11861.28443,11473.27957
2018-05-30,66864.39321,62195.57479,107794.3844,106505.4623,96.93838723,127.1395298,7574.279553,11421.57327
2018-05-31,66271.34495,62373.61651,111046.4591,106686.0992,20.6199995,133.5578447,4404.140128,11365.64317
2018-06-01,60981.4932,62572.8883,109533.957,106878.4238,51.55761022,139.7729307,8182.397832,11305.64507
2018-06-02,55800.21369,62792.90171,96693.18082,107082.0654,111.6039986,145.7608358,17734.2363,11241.74591
2018-06-03,55750.2197,63033.11656,108169.2966,107296.6392,119.3593869,151.4987137,6366.613455,11174.12307
2018-06-04,50195.70755,63292.94246,111157.9679,107521.7475,99.80705469,156.9649072,22447.52397,11102.96366
2018-06-05,62740.83529,63571.74047,114928.4316,107756.9805,111.5033314,162.1390263,7462.157669,11028.46376
2018-06-06,67468.70611,63868.82501,112703.2253,108001.9172,122.1597203,167.0020205,8082.62611,10950.82767
2018-06-07,72160.80022,64183.46573,111487.1556,108256.1261,111.125387,171.5362456,7256.097261,10870.26707
2018-06-08,75621.9133,64514.8897,107093.1967,108519.1664,118.4608872,175.7255234,13153.3767,10787.00024
2018-06-09,66543.34248,64862.28355,106993.1498,108790.5885,73.38138759,179.5551962,11356.10782,10701.25116
2018-06-10,42874.3989,65224.79587,107013.7415,109069.9354,55.96549902,183.0121736,25652.32916,10613.24872
2018-06-11,52919.31573,65601.53963,106696.8249,109356.7435,62.1799432,186.0849739,28897.89033,10523.2258
2018-06-12,55640.23247,65991.5947,110114.3828,109650.5432,127.4298037,188.7637575,25808.69413,10431.4184
2018-06-13,63730.45023,66394.01056,112646.1787,109950.8603,119.698526,191.0403544,15214.58572,10338.06478
2018-06-14,70175.3751,66807.80895,109668.2591,110257.2169,70.86933206,192.9082841,10781.19482,10243.40455
2018-06-15,76125.24979,67231.98671,113067.4486,110569.132,85.05838739,194.3627691,2741.391776,10147.67781
2018-06-16,64021.60814,67665.51865,110343.024,110886.123,77.27105406,195.4007408,9379.997146,10051.12425
2018-06-17,70507.62098,68107.36048,111535.2243,111207.7059,101.7525537,196.0208395,881.6958628,9953.982288
2018-06-18,79048.37391,68556.45178,113852.563,111533.3972,61.90744319,196.2234061,1259.96926,9856.488228
2018-06-19,78863.54753,69011.71901,112077.4898,111862.714,107.8604983,196.0104686,1695.474135,9758.875396
2018-06-20,83795.17545,69472.0786,106268.9603,112195.1752,116.5102203,195.3857204,6440.005607,9661.373324
2018-06-21,86728.12724,69936.43997,104178.2277,112530.3027,120.4107757,194.3544932,7105.137115,9564.206953
2018-06-22,82253.82918,70403.70867,104266.8587,112867.6218,88.82027659,192.9237226,9702.860636,9467.595845
2018-06-23,75197.44789,70872.78944,102724.759,113206.6625,55.81649903,191.1019084,8190.241846,9371.753442
2018-06-24,81059.64516,71342.58931,104913.8666,113546.96,107.5329982,188.8990681,3165.776553,9276.886336
2018-06-25,77240.66311,71812.02064,106070.9302,113888.0559,98.73849842,186.3266847,19392.62164,9183.193592
2018-06-26,64227.37107,72280.00422,106799.9573,114229.4987,124.6071094,183.3976495,22507.77354,9090.866089
2018-06-27,69718.6946,72745.47223,111083.6006,114570.8447,124.0778318,180.1261991,15637.84156,9000.085908
2018-06-28,68623.81632,73207.37123,112957.281,114911.6589,67.57249875,176.5278471,7454.779989,8911.025761
2018-06-29,70502.4918,73664.66507,111133.9159,115251.5155,67.08805448,172.6193125,4004.650116,8823.848462
2018-06-30,58097.00421,74116.33778,106307.9844,115589.9986,88.94460907,168.4184418,15492.9181,8738.706435
2018-07-01,56095.79324,74561.3963,106799.6452,115926.7031,87.65005432,163.9441286,16623.91432,8655.741279
2018-07-02,60668.07526,74998.87326,111641.933,116261.2354,43.15105462,159.2162289,7897.138554,8575.083378
2018-07-03,75115.66607,75427.82953,119818.9232,116593.2134,67.72355434,154.2554729,2919.825821,8496.851554
2018-07-04,76425.84039,75847.35684,116895.3942,116922.2679,102.9619151,149.0833743,3139.164586,8421.152778
2018-07-05,79037.87561,76256.58013,119233.5848,117248.0425,121.3363311,143.722137,9020.491833,8348.08193
2018-07-06,75747.87337,76654.65995,117404.2359,117570.1944,103.3333875,138.194559,14995.13504,8277.721614
2018-07-07,62450.86663,77040.79462,113343.8071,117888.3948,99.04972056,132.5239355,21467.60057,8210.142018
2018-07-08,71572.96635,77414.22234,118807.5596,118202.3292,117.9513307,126.7339595,3613.289029,8145.400839
2018-07-09,80016.09417,77774.22319,121248.3372,118511.698,111.7447759,120.8486229,4232.324973,8083.543251
2018-07-10,71923.70344,78120.12089,120038.4012,118816.2168,62.95205422,114.8921155,11052.08021,8024.601937
2018-07-11,80225.84763,78451.28459,118442.4664,119115.6165,121.8232757,108.8887249,8821.365337,7968.597165
2018-07-12,84875.06247,78767.13036,121642.7472,119409.6438,116.8204979,102.8627361,3985.897849,7915.536923
2018-07-13,77261.84394,79067.12261,119657.6696,119698.0612,116.575665,96.83833222,13437.92782,7865.417105
2018-07-14,62907.02853,79350.77539,119861.5155,119980.6475,102.1262211,90.83949592,10261.87561,7818.221747
2018-07-15,71299.01442,79617.65346,122939.7829,120257.1975,113.6734428,84.88991229,3467.221829,7773.923316
2018-07-16,84622.1281,79867.37325,118462.9126,120527.5227,116.5066653,79.01287374,4346.524777,7732.483047
2018-07-17,87840.12649,80099.6037,119845.919,120791.4508,71.15788772,73.23118696,3191.699401,7693.85133
2018-07-18,81864.76781,80314.06681,120840.4354,121048.8259,106.7326652,67.56708253,8116.945611,7657.968135
2018-07-19,81794.94746,80510.53819,124038.2003,121299.5086,110.5319979,62.04212732,3900.784522,7624.763494
2018-07-20,73503.79184,80688.84736,124673.2596,121543.376,119.4359976,56.67714029,16106.14463,7594.158017
2018-07-21,63296.75943,80848.87788,124931.237,121780.3212,113.6129978,51.4921117,11365.41265,7566.063448
2018-07-22,65078.5775,80990.56733,126826.0987,122010.2537,100.8044985,46.50612633,8404.374825,7540.383263
2018-07-23,80216.77345,81113.90718,128165.514,122233.099,109.9346101,41.7372908,4922.100468,7517.0133
2018-07-24,82489.12614,81218.94244,126240.4431,122448.7982,47.46527684,37.20266527,2693.976149,7495.842424
2018-07-25,87366.98814,81305.77113,126429.7638,122657.3081,109.6936649,32.91819996,889.1443526,7476.75322
2018-07-26,85135.32772,81374.54371,126394.7483,122858.6008,105.0903592,28.89867641,2895.679559,7459.622716
2018-07-27,86967.93513,81425.46222,126370.6577,123052.6634,104.7124423,25.15765403,1517.857873,7444.323124
2018-07-28,84537.36187,81458.77933,123879.8407,123239.4977,112.6942202,21.70742183,1354.02978,7430.72261
2018-07-29,87106.90329,81474.79728,124654.996,123419.1197,114.4844431,18.55895567,982.0433501,7418.686075
2018-07-30,87769.4093,81473.8666,125663.9613,123591.5595,107.202276,15.72188114,6065.145344,7408.075954
2018-07-31,89887.41015,81456.38478,126575.0344,123756.8608,100.7179988,13.20444218,4053.577188,7398.753026
2018-08-01,90333.42254,81422.79468,122181.9605,123915.0801,107.1584989,11.01347545,7241.498203,7390.577232
2018-08-02,87644.79109,81373.58296,122672.801,124066.2869,107.6054426,9.154390751,7400.036784,7383.408491
2018-08-03,83679.57158,81309.27829,120914.2539,124210.5627,94.21305378,7.631157233,12651.97525,7377.107529
2018-08-04,73684.06818,81230.44944,125194.4501,124348.0008,68.50810983,6.446295697,9272.449779,7371.536696
2018-08-05,78643.58877,81137.70334,126991.9528,124478.7056,56.58899895,5.600876801,1623.169976,7366.560777
2018-08-06,78207.0907,81031.68294,127191.6423,124602.7923,98.63694275,5.094525245,7505.489028,7362.047799
2018-08-07,89680.61104,80913.06503,123789.5455,124720.386,87.42755416,4.925429843,6914.665529,7357.869823
2018-08-08,87942.68985,80782.55795,127601.0268,124831.6217,93.91483104,5.090359418,3441.317389,7353.903716
2018-08-09,86478.17077,80640.89925,124788.6938,124936.6431,90.52516461,5.584684435,5863.604153,7350.031906
2018-08-10,88886.08534,80488.8532,123953.2707,125035.6027,84.37205396,6.402404242,7001.933923,7346.143117
2018-08-11,77412.16727,80327.20833,124845.4167,125128.6606,65.43711007,7.536179785,12341.36281,7342.133075
2018-08-12,78453.71832,80156.77483,121280.4982,125215.9844,88.83077648,8.977371638,10601.22094,7337.90518
2018-08-13,88216.9666,79978.38192,125661.6679,125297.7484,108.3838314,10.71608315,3182.016282,7333.371158
2018-08-14,87961.25828,79792.87524,122911.6339,125374.133,90.32566501,12.74120855,6210.236748,7328.451666
2018-08-15,89020.93379,79601.11409,124228.1671,125445.3241,49.75177687,15.04048569,4888.088657,7323.076863
2018-08-16,88846.87521,79403.96874,126112.0405,125511.513,75.89222066,17.60055339,4022.65105,7317.186947
2018-08-17,86963.61171,79202.3177,122971.7744,125572.895,61.20938803,20.40701281,8259.385672,7310.73264
2018-08-18,70965.55717,78997.04494,123547.1265,125629.6695,61.7520545,23.44449294,12456.20198,7303.67563
2018-08-19,77858.3021,78789.03717,126924.9878,125682.0391,65.26827679,26.69671966,1622.701026,7295.988974
2018-08-20,82420.33024,78579.18107,128395.996,125730.2094,90.35627597,30.14658814,1595.987443,7287.657437
2018-08-21,81257.00837,78368.36058,126528.638,125774.388,104.9927211,33.77623835,6728.169311,7278.677794
2018-08-22,81163.77335,78157.45422,127127.4926,125814.7843,74.78216506,37.56713323,8210.956611,7269.059074
2018-08-23,74005.53448,77947.33236,129355.461,125851.609,90.90316567,41.50013931,13882.50835,7258.822747
2018-08-24,69403.66135,77738.85467,131341.1246,125885.0734,30.53844373,45.55560936,11410.21196,7248.00286
2018-08-25,68565.1435,77532.86748,130394.8312,125915.389,79.62488746,49.71346671,4701.899351,7236.646116
2018-08-26,62283.29988,77330.2013,129464.1411,125942.7672,43.20511034,53.95329098,11903.35515,7224.811898
2018-08-27,63010.32624,77131.66834,129730.5695,125967.4188,29.18222181,58.25440478,16736.55445,7212.572231
2018-08-28,70417.95761,76938.06011,128855.5368,125989.5532,77.29577648,62.59596106,12837.02225,7200.011691
2018-08-29,68459.90348,76750.14516,127555.5595,126009.3785,65.39466542,66.95703072,16396.92445,7187.227256
2018-08-30,71983.74389,76568.6668,128354.5923,126027.1011,91.40772103,71.31669021,11908.65389,7174.328096
2018-08-31,69365.96039,76394.34102,128924.871,126042.9248,105.8896648,75.65410857,12706.62014,7161.435308
2018-09-01,59766.96264,76227.8544,128526.8321,126057.0511,79.41683202,79.94863385,12544.86091,7148.681597
2018-09-02,63409.31719,76069.86223,129726.9609,126069.6785,87.46260946,84.17987821,6512.836615,7136.210899
2018-09-03,60560.05876,75920.98665,126581.3925,126081.0024,48.45638788,88.32780175,14447.15782,7124.177947
2018-09-04,74920.82007,75781.81498,132736.6428,126091.2145,86.21922088,92.37279429,2931.307722,7112.747787
2018-09-05,73917.81199,75652.89808,131706.8882,126100.5032,106.0956096,96.29575525,4611.235286,7102.095242
2018-09-06,75083.19721,75534.74891,132917.841,126109.0526,99.18405366,100.0781709,5559.324318,7092.404326
2018-09-07,73852.33415,75427.84121,129437.3915,126117.043,87.40072038,103.7021889,10960.35212,7083.867604
2018-09-08,69912.82378,75332.60822,117630.5246,126124.6501,81.19716577,107.1506898,17328.84731,7076.685516
2018-09-09,76710.68424,75249.44169,119033.4121,126132.0455,74.01960981,110.4073553,4932.148546,7071.065647
2018-09-10,74690.51763,75178.69086,121203.4323,126139.3959,55.1399434,113.4567328,13527.96221,7067.221961
2018-09-11,80671.98734,75120.66171,121437.3833,126146.8637,99.24033181,116.2842959,4053.962464,7065.373999
2018-09-12,81974.02007,75075.61624,119258.0236,126154.6061,73.10322118,118.8765014,8916.857242,7065.74603
2018-09-13,90349.68163,75043.77202,115304.0439,126162.776,39.02772138,121.2208415,2768.689568,7068.56618
2018-09-14,86130.3068,75025.30172,115977.855,126171.521,37.29599934,123.3058916,2885.59622,7074.065526
2018-09-15,83815.73491,75020.33296,115259.4761,126180.9842,17.61316655,125.1213537,5342.232276,7082.477165
2018-09-16,84238.67106,75028.94811,119910.5068,126191.3036,14.59311086,126.6580947,1386.507219,7094.035257
2018-09-17,83643.15517,75051.18444,121223.3121,126202.6125,54.00772117,127.9081799,4943.778595,7108.974049
2018-09-18,84824.97184,75087.03422,118948.0932,126215.0395,32.55572163,128.8649011,1629.366832,7127.526885
2018-09-19,81671.52557,75136.44509,123639.6169,126228.7082,40.07538821,129.5228005,1329.18542,7149.9252
2018-09-20,78775.47486,75199.3205,129264.6161,126243.7379,59.54016553,129.8776877,2841.354997,7176.397508
2018-09-21,80020.59223,75275.52032,128516.6146,126260.243,51.09638791,129.9266532,5880.935107,7207.16838
2018-09-22,83443.40214,75364.86155,124935.7893,126278.3338,16.21894416,129.6680752,2422.071474,7242.457428
2018-09-23,81303.82526,75467.1192,121098.31,126298.116,23.36777725,129.1016222,3631.61704,7282.478282
2018-09-24,81963.89626,75582.02727,122085.7697,126319.6913,46.21888817,128.2282488,7621.642142,7327.437585
2018-09-25,79137.27976,75709.27986,120790.6154,126343.1573,78.36063733,127.050188,9227.854108,7377.533984
2018-09-26,75568.62202,75848.53236,122551.5451,126368.6077,43.26366593,125.5709367,12900.35239,7432.957149
2018-09-27,83591.56347,75999.40287,127827.5569,126396.1324,22.27588856,123.7952374,3659.76072,7493.8868
2018-09-28,83156.48424,76161.47356,130715.428,126425.8179,47.88372143,121.7290533,722.4270268,7560.491761
2018-09-29,75050.57888,76334.29231,130097.1602,126457.7472,74.73427653,119.3795401,7911.91745,7632.929036
2018-09-30,74940.40913,76517.37427,132434.0745,126492.0001,24.68988852,116.7550118,4582.756308,7711.342919
2018-10-01,80418.54615,76710.20371,133039.7665,126528.6536,12.74699974,113.8649022,1698.826407,7795.864129
2018-10-02,82655.09966,76912.23576,134697.7061,126567.7815,14.24938858,110.7197225,2253.26757,7886.608991
2018-10-03,82737.36894,77122.89838,135434.9935,126609.4553,55.59977706,107.3310136,3486.352872,7983.678648
2018-10-04,81696.42074,77341.59433,136103.5094,126653.7439,42.98311038,103.7112949,2485.083257,8087.158319
2018-10-05,78101.42528,77567.70324,130864.3802,126700.7138,81.70294292,99.8740096,9556.27611,8197.116606
2018-10-06,78848.1219,77800.58368,129323.5901,126750.4297,91.42505374,95.83346561,2394.958144,8313.604845
2018-10-07,79064.30775,78039.57541,130633.9786,126802.9541,84.13272073,91.60477364,2154.661165,8436.656514
2018-10-08,75584.23431,78284.00154,130782.6482,126858.3479,7.602999887,87.20378206,4874.191931,8566.286689
2018-10-09,73968.70412,78533.17079,134756.3722,126916.6704,0.486833324,82.64700892,3111.102716,8702.491564
2018-10-10,75329.52941,78786.37981,130879.0169,126977.9795,14.74616636,77.95157151,924.7949659,8845.248026
2018-10-11,77776.03263,79042.91549,128723.2657,127042.3316,42.07622144,73.13511364,6427.369532,8994.513293
2018-10-12,72280.57111,79302.05728,124767.2058,127109.7824,62.39005431,68.21573106,26291.98427,9150.224613
2018-10-13,79953.15774,79563.07952,129305.462,127180.3861,22.97711057,63.21189519,8082.45605,9312.299033
2018-10-14,71736.95368,79825.25384,127739.7329,127254.1963,69.24499902,58.14237569,15952.97157,9480.633227
2018-10-15,73246.25635,80087.85146,120918.3393,127331.2656,59.1967768,53.0261619,22823.24669,9655.103401
2018-10-16,77567.84407,80350.14553,122364.2832,127411.646,78.70294294,47.88238382,9335.412003,9835.565258
2018-10-17,70147.7808,80611.41346,114377.3857,127495.3889,71.48499889,42.73023261,18971.25797,10021.85404
2018-10-18,73048.96094,80870.93919,119660.3049,127582.545,61.94783202,37.58888121,16838.32323,10213.78462
2018-10-19,78252.96763,81128.01546,126214.9196,127673.1644,71.36644355,32.47740528,4544.724389,10411.15171
2018-10-20,75014.07401,81381.946,123178.8359,127767.2968,71.76972099,27.41470471,18882.78076,10613.73009
2018-10-21,85349.23598,81632.04774,125506.9515,127864.9915,71.61916576,22.41942629,4008.282287,10821.27491
2018-10-22,83661.91372,81877.65289,126212.0662,127966.2969,70.6141658,17.50988746,10090.25443,11033.52212
2018-10-23,84162.08293,82118.11101,126593.9806,128071.2612,68.23333218,12.70400184,8896.68661,11250.1889
2018-10-24,76417.32295,82352.79101,123887.527,128179.9319,47.02372136,8.019206554,22537.3201,11470.97418
2018-10-25,77230.13706,82581.08305,127434.2859,128292.356,58.87283187,3.472391803,23682.97798,11695.55923
2018-10-26,76851.86974,82802.40042,129147.1276,128408.5795,53.56733224,-0.920167122,20645.17644,11923.60835
2018-10-27,77379.77805,83016.18125,130416.9343,128528.6478,56.96716546,-5.142875051,17703.00766,12154.76955
