Date,Clean_Coal_Generation,Trend_Coal_Generation
7/20/2015,115536.4193,105931.9774
7/21/2015,122641.6682,105927.9809
7/22/2015,121072.3763,105930.6256
7/23/2015,121263.3132,105940.2392
7/24/2015,119016.3858,105957.1127
7/25/2015,104226.9009,105981.5002
7/26/2015,110499.1818,106013.6182
7/27/2015,116090.8935,106053.6454
7/28/2015,110815.7234,106101.7225
7/29/2015,116731.9385,106157.952
7/30/2015,115594.228,106222.3984
7/31/2015,110590.1502,106295.0883
8/1/2015,105836.0492,106376.0112
8/2/2015,112196.8976,106465.1193
8/3/2015,113166.837,106562.3287
8/4/2015,101545.4312,106667.5202
8/5/2015,114061.563,106780.5396
8/6/2015,112800.8527,106901.1993
8/7/2015,113213.0796,107029.2795
8/8/2015,109607.7335,107164.5286
8/9/2015,104895.3909,107306.6657
8/10/2015,109028.0886,107455.3812
8/11/2015,105429.2131,107610.3387
8/12/2015,103740.4276,107771.1764
8/13/2015,111081.9328,107937.5092
8/14/2015,111165.7217,108108.9301
8/15/2015,101501.7913,108285.0122
8/16/2015,108063.1797,108465.3104
8/17/2015,109289.9914,108649.364
8/18/2015,102600.5565,108836.6977
8/19/2015,100661.8471,109026.8246
8/20/2015,107330.1433,109219.2475
8/21/2015,107482.2075,109413.4616
8/22/2015,113761.8585,109608.9561
8/23/2015,106788.2256,109805.2166
8/24/2015,106917.2477,110001.727
8/25/2015,108019.5234,110197.9719
8/26/2015,114684.4574,110393.4381
8/27/2015,110570.5664,110587.6174
8/28/2015,102545.0641,110780.0078
8/29/2015,101324.6999,110970.116
8/30/2015,92662.38875,111157.4594
8/31/2015,99728.33464,111341.5672
9/1/2015,93016.18524,111521.9833
9/2/2015,97328.6441,111698.2672
9/3/2015,109070.4116,111869.9958
9/4/2015,104510.5993,112036.7654
9/5/2015,94775.42868,112198.1927
9/6/2015,90409.48735,112353.9166
9/7/2015,94266.47619,112503.5991
9/8/2015,96552.33797,112646.927
9/9/2015,112205.2182,112783.6126
9/10/2015,119845.2107,112913.3951
9/11/2015,121735.1296,113036.0412
9/12/2015,116270.5606,113151.3458
9/13/2015,124080.0801,113259.1332
9/14/2015,126481.3245,113359.2572
9/15/2015,115250.6178,113451.6017
9/16/2015,118731.5984,113536.0809
9/17/2015,111842.7464,113612.6399
9/18/2015,111585.4131,113681.2543
9/19/2015,109372.8561,113741.9306
9/20/2015,108828.0647,113794.7059
9/21/2015,120417.9863,113839.6473
9/22/2015,117240.2219,113876.8524
9/23/2015,120925.0683,113906.4478
9/24/2015,120102.3226,113928.5893
9/25/2015,120489.907,113943.4608
9/26/2015,123908.9238,113951.2735
9/27/2015,122615.1965,113952.2652
9/28/2015,124970.5587,113946.6991
9/29/2015,118074.8803,113934.8631
9/30/2015,128137.5275,113917.0679
10/1/2015,119643.168,113893.6463
10/2/2015,107283.1945,113864.9519
10/3/2015,94898.90531,113831.3573
10/4/2015,109195.9321,113793.2528
10/5/2015,117645.4063,113751.0448
10/6/2015,108057.4568,113705.1543
10/7/2015,114190.334,113656.0154
10/8/2015,115563.1911,113604.073
10/9/2015,113188.2273,113549.7816
10/10/2015,106680.401,113493.6034
10/11/2015,101520.8983,113436.0065
10/12/2015,110559.4778,113377.4629
10/13/2015,121077.4355,113318.4469
10/14/2015,123877.3267,113259.4331
10/15/2015,115793.9937,113200.8947
10/16/2015,121801.9362,113143.3016
10/17/2015,114501.0189,113087.1186
10/18/2015,110547.5052,113032.8036
10/19/2015,119669.6156,112980.8057
10/20/2015,117591.6826,112931.5638
10/21/2015,113966.4992,112885.5044
10/22/2015,120642.9993,112843.0406
10/23/2015,127329.2387,112804.5698
10/24/2015,121332.8439,112770.4727
10/25/2015,122242.138,112741.1114
10/26/2015,117060.7357,112716.8283
10/27/2015,114715.3942,112697.9447
10/28/2015,115196.6852,112684.7592
10/29/2015,112231.2412,112677.547
10/30/2015,109034.7936,112676.5584
10/31/2015,104166.1946,112682.0179
11/1/2015,102373.7959,112694.1233
11/2/2015,112191.6164,112713.0449
11/3/2015,114349.8092,112738.9245
11/4/2015,117923.5466,112771.8751
11/5/2015,118194.909,112811.9801
11/6/2015,111232.4187,112859.2931
11/7/2015,106688.8534,112913.8371
11/8/2015,111194.6471,112975.6049
11/9/2015,116171.6582,113044.5582
11/10/2015,111129.1029,113120.6283
11/11/2015,107776.1811,113203.7158
11/12/2015,108306.5295,113293.6909
11/13/2015,110866.8938,113390.3933
11/14/2015,118556.4918,113493.6332
11/15/2015,115178.3827,113603.1913
11/16/2015,113035.6016,113718.8198
11/17/2015,109500.6894,113840.2424
11/18/2015,115347.1029,113967.1559
11/19/2015,107652.116,114099.2303
11/20/2015,106192.2661,114236.1104
11/21/2015,96778.098,114377.4162
11/22/2015,97222.53626,114522.7446
11/23/2015,118933.7121,114671.6701
11/24/2015,117514.8487,114823.7463
11/25/2015,122656.4589,114978.5073
11/26/2015,121148.9332,115135.4689
11/27/2015,118234.8577,115294.1299
11/28/2015,125284.4487,115453.974
11/29/2015,119181.2159,115614.4712
11/30/2015,118433.0795,115775.0791
12/1/2015,115665.4975,115935.2448
12/2/2015,111166.495,116094.4068
12/3/2015,121533.3622,116251.9959
12/4/2015,107184.7375,116407.4377
12/5/2015,104580.0821,116560.1539
12/6/2015,107738.4246,116709.564
12/7/2015,111706.1574,116855.0874
12/8/2015,107017.6541,116996.1446
12/9/2015,111699.5461,117132.1593
12/10/2015,116327.8959,117262.56
12/11/2015,118549.6935,117386.7816
12/12/2015,118391.4379,117504.2672
12/13/2015,115746.0273,117614.4698
12/14/2015,123362.7068,117716.8534
12/15/2015,121632.2421,117810.8953
12/16/2015,126832.012,117896.0871
12/17/2015,122261.848,117971.9361
12/18/2015,123510.1601,118037.9674
12/19/2015,112554.1878,118093.7243
12/20/2015,110181.5661,118138.7705
12/21/2015,125231.5554,118172.6905
12/22/2015,125681.5133,118195.0915
12/23/2015,124981.278,118205.604
12/24/2015,124406.7177,118203.8831
12/25/2015,119961.4853,118189.6092
12/26/2015,112203.1818,118162.4891
12/27/2015,113373.4112,118122.2567
12/28/2015,121570.4997,118068.6736
12/29/2015,120915.6833,118001.5297
12/30/2015,119109.4123,117920.6439
12/31/2015,107481.3435,117825.8645
1/1/2016,112296.786,117717.0695
1/2/2016,124770.0798,117594.1666
1/3/2016,115878.5622,117457.094
1/4/2016,121006.389,117305.8199
1/5/2016,122374.5342,117140.3428
1/6/2016,122105.9554,116960.6912
1/7/2016,123008.7033,116766.9237
1/8/2016,122317.1072,116559.1285
1/9/2016,117023.827,116337.4232
1/10/2016,109615.2873,116101.9543
1/11/2016,118684.2426,115852.8968
1/12/2016,112077.6224,115590.4535
1/13/2016,105085.839,115314.8544
1/14/2016,113407.2487,115026.356
1/15/2016,113432.2274,114725.2404
1/16/2016,115167.914,114411.8146
1/17/2016,113473.6039,114086.4095
1/18/2016,108285.693,113749.3791
1/19/2016,113066.3486,113401.099
1/20/2016,105076.5993,113041.9659
1/21/2016,109360.4087,112672.3962
1/22/2016,111192.218,112292.8246
1/23/2016,115933.2303,111903.7035
1/24/2016,113948.7661,111505.501
1/25/2016,110228.0715,111098.7004
1/26/2016,108682.9377,110683.7984
1/27/2016,105757.1479,110261.304
1/28/2016,104045.7992,109831.7368
1/29/2016,104949.0738,109395.6264
1/30/2016,98884.40384,108953.5104
1/31/2016,112804.9119,108505.9332
2/1/2016,113716.3652,108053.4448
2/2/2016,114157.0107,107596.5995
2/3/2016,108982.9307,107135.9542
2/4/2016,107851.1215,106672.0675
2/5/2016,104888.8852,106205.4981
2/6/2016,98696.3346,105736.8038
2/7/2016,103641.5672,105266.5399
2/8/2016,106122.7966,104795.2583
2/9/2016,109438.4846,104323.5062
2/10/2016,109881.0963,103851.8247
2/11/2016,115014.4756,103380.7482
2/12/2016,110946.9505,102910.8027
2/13/2016,101840.4996,102442.5055
2/14/2016,97136.52616,101976.3635
2/15/2016,104483.3986,101512.8726
2/16/2016,108565.7636,101052.517
2/17/2016,113982.0215,100595.7681
2/18/2016,111148.6627,100143.0837
2/19/2016,104314.157,99694.90743
2/20/2016,103065.9921,99251.66823
2/21/2016,104806.298,98813.7794
2/22/2016,103777.1413,98381.63834
2/23/2016,95614.06906,97955.62596
2/24/2016,98752.60619,97536.10629
2/25/2016,96077.74066,97123.42615
2/26/2016,93091.80848,96717.91482
2/27/2016,87785.83776,96319.88383
2/28/2016,87682.03296,95929.62682
2/29/2016,104247.2963,95547.41937
3/1/2016,98592.60893,95173.51899
3/2/2016,93906.6305,94808.1651
3/3/2016,91030.41616,94451.57913
3/4/2016,92690.1088,94103.96459
3/5/2016,89244.63595,93765.50727
3/6/2016,90439.52386,93436.37546
3/7/2016,95634.00327,93116.72019
3/8/2016,91710.01779,92806.67557
3/9/2016,90914.59259,92506.35917
3/10/2016,83917.87754,92215.87238
3/11/2016,89629.77584,91935.30086
3/12/2016,83084.4061,91664.71505
3/13/2016,83089.67359,91404.17064
3/14/2016,87986.08905,91153.70915
3/15/2016,88342.71708,90913.35847
3/16/2016,87345.1506,90683.1335
3/17/2016,89467.02194,90463.0367
3/18/2016,91643.55811,90253.0588
3/19/2016,80055.36517,90053.1794
3/20/2016,84689.12874,89863.36768
3/21/2016,89290.17748,89683.58304
3/22/2016,95982.30514,89513.7758
3/23/2016,87599.2098,89353.88788
3/24/2016,93090.39404,89203.85351
3/25/2016,97269.39242,89063.59988
3/26/2016,82079.59593,88933.04785
3/27/2016,81954.10548,88812.11261
3/28/2016,99488.12278,88700.70432
3/29/2016,103330.7265,88598.72881
3/30/2016,92202.82763,88506.08816
3/31/2016,90312.67401,88422.68134
4/1/2016,84824.97266,88348.4048
4/2/2016,70842.40311,88283.15304
4/3/2016,83364.26815,88226.81915
4/4/2016,83341.53883,88179.29532
4/5/2016,85939.49494,88140.47336
4/6/2016,79182.65979,88110.24512
4/7/2016,91367.09769,88088.50295
4/8/2016,82119.35542,88075.14008
4/9/2016,82142.16708,88070.05099
4/10/2016,92154.22646,88073.13169
4/11/2016,84267.22311,88084.2801
4/12/2016,85065.70656,88103.3962
4/13/2016,84610.29693,88130.38233
4/14/2016,92905.90879,88165.14333
4/15/2016,95026.58724,88207.58665
4/16/2016,89940.509,88257.62254
4/17/2016,92813.40488,88315.16402
4/18/2016,86694.53634,88380.12699
4/19/2016,89265.96978,88452.43016
4/20/2016,95327.78041,88531.99506
4/21/2016,92537.33271,88618.74594
4/22/2016,86491.44219,88712.60964
4/23/2016,81953.14157,88813.51549
4/24/2016,85971.07496,88921.39512
4/25/2016,103288.1414,89036.18224
4/26/2016,98717.859,89157.81242
4/27/2016,96971.65159,89286.22286
4/28/2016,98712.72514,89421.35205
4/29/2016,96360.47019,89563.13953
4/30/2016,96424.20969,89711.52551
5/1/2016,95447.4316,89866.45056
5/2/2016,99337.16838,90027.85522
5/3/2016,94744.36374,90195.67965
5/4/2016,97019.3661,90369.86325
5/5/2016,92467.41447,90550.3442
5/6/2016,95424.83553,90737.05914
5/7/2016,82363.09336,90929.94269
5/8/2016,64248.82793,91128.92706
5/9/2016,73596.98791,91333.94165
5/10/2016,76554.91144,91544.91261
5/11/2016,92187.63674,91761.76244
5/12/2016,88775.42853,91984.40959
5/13/2016,92650.28836,92212.76805
5/14/2016,90324.91318,92446.747
5/15/2016,91278.16525,92686.2504
5/16/2016,87389.05714,92931.17665
5/17/2016,91394.86217,93181.41824
5/18/2016,98759.01108,93436.86145
5/19/2016,102218.8443,93697.38602
5/20/2016,95064.83597,93962.86492
5/21/2016,99270.50403,94233.16403
5/22/2016,96892.14564,94508.14198
5/23/2016,95690.37758,94787.64989
5/24/2016,111647.12,95071.53125
5/25/2016,111819.1423,95359.62175
5/26/2016,103770.2537,95651.74916
5/27/2016,93592.48601,95947.73329
5/28/2016,89884.58814,96247.3859
5/29/2016,89255.098,96550.51073
5/30/2016,95301.14405,96856.90347
5/31/2016,102956.0361,97166.35187
6/1/2016,106704.288,97478.63579
6/2/2016,90941.08542,97793.52735
6/3/2016,94802.98992,98110.79108
6/4/2016,101585.7475,98430.18411
6/5/2016,101792.8292,98751.4564
6/6/2016,102915.2025,99074.35101
6/7/2016,110332.0279,99398.6044
6/8/2016,109244.2091,99723.94675
6/9/2016,96683.68764,100050.1023
6/10/2016,101549.4329,100376.7898
6/11/2016,83368.85494,100703.7228
6/12/2016,80120.6174,101030.6103
6/13/2016,98759.51576,101357.157
6/14/2016,90455.69422,101683.0641
6/15/2016,88379.25095,102008.0294
6/16/2016,95433.47599,102331.7483
6/17/2016,92665.3229,102653.914
6/18/2016,99024.47649,102974.2183
6/19/2016,84444.44351,103292.3522
6/20/2016,117593.3131,103608.0063
6/21/2016,104181.2544,103920.8718
6/22/2016,114610.5487,104230.6408
6/23/2016,108767.0095,104537.0071
6/24/2016,98400.03247,104839.6669
6/25/2016,87782.26914,105138.3193
6/26/2016,104000.4653,105432.6673
6/27/2016,114824.6082,105722.4179
6/28/2016,114354.7016,106007.2834
6/29/2016,116370.9834,106286.9816
6/30/2016,113149.7025,106561.2366
7/1/2016,110896.3113,106829.7795
7/2/2016,109547.8614,107092.349
7/3/2016,100476.8924,107348.6919
7/4/2016,105129.3563,107598.5638
7/5/2016,110350.4102,107841.73
7/6/2016,113318.7561,108077.9652
7/7/2016,108060.958,108307.0551
7/8/2016,106950.9513,108528.7962
7/9/2016,106908.1184,108742.9965
7/10/2016,106608.2078,108949.4761
7/11/2016,110746.7014,109148.0675
7/12/2016,116287.2276,109338.6161
7/13/2016,116445.9956,109520.9804
7/14/2016,114284.9994,109695.0328
7/15/2016,110856.3932,109860.6593
7/16/2016,111949.9189,110017.7604
7/17/2016,104497.4446,110166.251
7/18/2016,103815.8553,110306.0605
7/19/2016,93866.8372,110437.1334
7/20/2016,106075.2294,110559.4292
7/21/2016,113920.8158,110672.9225
7/22/2016,111733.2722,110777.6031
7/23/2016,109348.6768,110873.4761
7/24/2016,120585.4212,110960.5618
7/25/2016,116436.6153,111038.8958
7/26/2016,118153.5891,111108.5287
7/27/2016,120019.4557,111169.5262
7/28/2016,116056.7249,111221.9689
7/29/2016,115937.157,111265.9522
7/30/2016,105661.8203,111301.5857
7/31/2016,110117.7655,111328.9934
8/1/2016,112252.2334,111348.3134
8/2/2016,116261.4808,111359.6971
8/3/2016,114470.7477,111363.3093
8/4/2016,117787.7386,111359.3278
8/5/2016,114830.7577,111347.9429
8/6/2016,110095.8944,111329.3567
8/7/2016,110231.9843,111303.7831
8/8/2016,109188.5156,111271.4471
8/9/2016,106477.7962,111232.5843
8/10/2016,107361.4991,111187.4402
8/11/2016,113681.194,111136.2701
8/12/2016,117508.6322,111079.338
8/13/2016,112946.7383,111016.9165
8/14/2016,108205.119,110949.2856
8/15/2016,105999.4231,110876.7328
8/16/2016,110128.846,110799.5521
8/17/2016,102656.4121,110718.0432
8/18/2016,102008.2965,110632.5113
8/19/2016,98491.96905,110543.266
8/20/2016,109967.5967,110450.621
8/21/2016,106794.3879,110354.8933
8/22/2016,99967.36144,110256.4026
8/23/2016,101342.7121,110155.4706
8/24/2016,111045.2446,110052.4203
8/25/2016,109305.016,109947.5756
8/26/2016,114771.6872,109841.2604
8/27/2016,105548.7915,109733.798
8/28/2016,109112.2906,109625.5107
8/29/2016,115264.3156,109516.7191
8/30/2016,116839.7171,109407.7413
8/31/2016,113348.2353,109298.8925
9/1/2016,110062.9853,109190.4846
9/2/2016,103881.2025,109082.8253
9/3/2016,100299.2435,108976.2179
9/4/2016,112775.4686,108870.9605
9/5/2016,112085.1657,108767.3456
9/6/2016,116900.7982,108665.6599
9/7/2016,113010.7216,108566.1834
9/8/2016,108118.4544,108469.1893
9/9/2016,114589.9062,108374.9434
9/10/2016,101624.4918,108283.7039
9/11/2016,102771.5078,108195.7209
9/12/2016,107936.985,108111.2359
9/13/2016,107448.1772,108030.482
9/14/2016,112503.5328,107953.6831
9/15/2016,108526.8045,107881.0537
9/16/2016,108441.9229,107812.7991
9/17/2016,100734.2855,107749.1145
9/18/2016,101773.3011,107690.1854
9/19/2016,111280.9536,107636.187
9/20/2016,115083.6967,107587.2843
9/21/2016,117015.6409,107543.6319
9/22/2016,115763.7948,107505.3738
9/23/2016,112808.7933,107472.6436
9/24/2016,110769.0928,107445.564
9/25/2016,110075.2321,107424.2471
9/26/2016,107262.6645,107408.7943
9/27/2016,98819.2049,107399.296
9/28/2016,103715.7375,107395.8322
9/29/2016,108680.0237,107398.472
9/30/2016,112776.0846,107407.2739
10/1/2016,107875.5005,107422.2856
10/2/2016,111065.7186,107443.5447
10/3/2016,113657.3414,107471.0778
10/4/2016,117189.5619,107504.9017
10/5/2016,115803.6782,107545.0225
10/6/2016,111829.8839,107591.4366
10/7/2016,107155.559,107644.1301
10/8/2016,104564.5455,107703.0795
10/9/2016,102430.3312,107768.2516
10/10/2016,111410.6581,107839.6036
10/11/2016,108593.1081,107917.0833
10/12/2016,110615.4833,108000.6296
10/13/2016,104771.1966,108090.1723
10/14/2016,99956.92859,108185.6322
10/15/2016,96720.318,108286.9217
10/16/2016,100208.7958,108393.9449
10/17/2016,105900.3677,108506.5972
10/18/2016,116961.261,108624.7666
10/19/2016,107160.7006,108748.3327
10/20/2016,101756.8592,108877.168
10/21/2016,105784.3692,109011.137
10/22/2016,105338.4692,109150.0975
10/23/2016,108264.4482,109293.9
10/24/2016,107060.7416,109442.3882
10/25/2016,107760.9471,109595.3993
10/26/2016,107363.716,109752.7639
10/27/2016,111013.7818,109914.3066
10/28/2016,112250.1429,110079.8457
10/29/2016,107753.0064,110249.194
10/30/2016,108706.6655,110422.1584
10/31/2016,112475.913,110598.5407
11/1/2016,110852.7549,110778.137
11/2/2016,111415.6603,110960.7389
11/3/2016,107095.0905,111146.1328
11/4/2016,109249.3668,111334.1007
11/5/2016,100962.0828,111524.4199
11/6/2016,106145.2969,111716.8638
11/7/2016,113483.553,111911.2015
11/8/2016,105137.2776,112107.1984
11/9/2016,104183.1291,112304.6163
11/10/2016,116975.4352,112503.2135
11/11/2016,105609.166,112702.7452
11/12/2016,100692.6662,112902.9636
11/13/2016,97653.51426,113103.6179
11/14/2016,100700.2138,113304.4551
11/15/2016,112339.4531,113505.2196
11/16/2016,118931.87,113705.654
11/17/2016,128034.413,113905.4988
11/18/2016,128231.2138,114104.4928
11/19/2016,121726.1767,114302.3739
11/20/2016,117991.6792,114498.8784
11/21/2016,113065.678,114693.7421
11/22/2016,121144.7029,114886.7
11/23/2016,120786.4246,115077.4871
11/24/2016,109511.8094,115265.838
11/25/2016,106721.9843,115451.4879
11/26/2016,118712.9682,115634.1726
11/27/2016,116357.9321,115813.6287
11/28/2016,131092.3614,115989.5939
11/29/2016,129234.309,116161.8077
11/30/2016,124904.9171,116330.0113
12/1/2016,125115.3124,116493.9483
12/2/2016,122280.508,116653.3647
12/3/2016,108133.6478,116808.0095
12/4/2016,120076.1474,116957.635
12/5/2016,119907.4999,117101.9971
12/6/2016,124750.4233,117240.8559
12/7/2016,125246.0627,117373.9758
12/8/2016,128176.4232,117501.1259
12/9/2016,126495.6534,117622.0807
12/10/2016,125181.2668,117736.6202
12/11/2016,123822.1716,117844.5303
12/12/2016,115638.4987,117945.6035
12/13/2016,116377.5768,118039.6387
12/14/2016,117814.077,118126.4423
12/15/2016,118214.2055,118205.8282
12/16/2016,120384.4414,118277.6181
12/17/2016,115391.0443,118341.6422
12/18/2016,110398.5581,118397.7394
12/19/2016,112842.854,118445.7576
12/20/2016,114040.6761,118485.5543
12/21/2016,118615.094,118516.9968
12/22/2016,121441.9154,118539.9625
12/23/2016,128464.06,118554.3395
12/24/2016,121675.4938,118560.0266
12/25/2016,110803.9766,118556.9339
12/26/2016,108110.2459,118544.9827
12/27/2016,107979.0117,118524.1064
12/28/2016,110801.5163,118494.2502
12/29/2016,114714.0088,118455.3715
12/30/2016,109836.045,118407.4404
12/31/2016,110929.087,118350.4395
1/1/2017,115615.8188,118284.3643
1/2/2017,124690.4827,118209.2232
1/3/2017,126001.9637,118125.0381
1/4/2017,118981.3758,118031.8436
1/5/2017,121776.3408,117929.6881
1/6/2017,124495.6674,117818.6331
1/7/2017,124850.9482,117698.7536
1/8/2017,123145.7342,117570.1378
1/9/2017,127253.2399,117432.8874
1/10/2017,128558.8476,117287.1173
1/11/2017,123622.6562,117132.9554
1/12/2017,118847.5819,116970.5427
1/13/2017,109315.0923,116800.033
1/14/2017,98596.9732,116621.5929
1/15/2017,89679.24204,116435.401
1/16/2017,98408.34175,116241.6483
1/17/2017,103388.2221,116040.5374
1/18/2017,102815.4766,115832.2825
1/19/2017,104469.6899,115617.1088
1/20/2017,108517.1543,115395.2522
1/21/2017,120161.3521,115166.9588
1/22/2017,121152.9465,114932.4846
1/23/2017,125084.9137,114692.0946
1/24/2017,125649.6034,114446.0629
1/25/2017,119551.0603,114194.6715
1/26/2017,111222.2522,113938.2101
1/27/2017,107008.6724,113676.9755
1/28/2017,97827.28116,113411.2707
1/29/2017,99711.95501,113141.4046
1/30/2017,103001.2894,112867.6909
1/31/2017,112362.3203,112590.4479
2/1/2017,118468.3409,112309.9974
2/2/2017,122516.9883,112026.6639
2/3/2017,118473.4602,111740.7745
2/4/2017,112504.123,111452.6573
2/5/2017,110153.5533,111162.6413
2/6/2017,120716.1639,110871.0552
2/7/2017,120264.052,110578.2268
2/8/2017,118780.0617,110284.4822
2/9/2017,116791.7368,109990.1452
2/10/2017,105306.4001,109695.5362
2/11/2017,99024.26487,109400.9715
2/12/2017,95058.58707,109106.7628
2/13/2017,108522.5089,108813.2162
2/14/2017,107800.3398,108520.6315
2/15/2017,105031.694,108229.3014
2/16/2017,106970.9751,107939.511
2/17/2017,103346.9776,107651.5369
2/18/2017,110195.3395,107365.6467
2/19/2017,109135.1816,107082.0982
2/20/2017,112346.9885,106801.139
2/21/2017,120844.1522,106523.0054
2/22/2017,113535.8674,106247.9227
2/23/2017,116374.0606,105976.1039
2/24/2017,113146.5615,105707.7495
2/25/2017,98577.71264,105443.047
2/26/2017,103325.464,105182.1709
2/27/2017,109894.0014,104925.2814
2/28/2017,110402.7643,104672.5253
3/1/2017,104353.4566,104424.0344
3/2/2017,104093.1086,104179.9266
3/3/2017,95291.2953,103940.3044
3/4/2017,106492.9793,103705.256
3/5/2017,117309.8454,103474.8541
3/6/2017,116402.3581,103249.1568
3/7/2017,112497.7073,103028.207
3/8/2017,109331.0439,102812.0325
3/9/2017,111653.5719,102600.6466
3/10/2017,109415.0981,102394.0476
3/11/2017,109152.6583,102192.2197
3/12/2017,102950.8504,101995.1324
3/13/2017,99800.19572,101802.7419
3/14/2017,101309.5592,101614.9904
3/15/2017,104646.5092,101431.8073
3/16/2017,99766.17851,101253.1092
3/17/2017,101260.4213,101078.8008
3/18/2017,91587.28877,100908.775
3/19/2017,96805.21848,100742.9138
3/20/2017,107274.6124,100581.0889
3/21/2017,103190.9707,100423.1623
3/22/2017,93351.7511,100268.9872
3/23/2017,99504.84261,100118.4084
3/24/2017,97837.76785,99971.2635
3/25/2017,83973.92281,99827.38342
3/26/2017,86805.74048,99686.59343
3/27/2017,88735.30264,99548.71388
3/28/2017,91974.48753,99413.56121
3/29/2017,102836.6325,99280.94879
3/30/2017,100733.0835,99150.68787
3/31/2017,96783.13939,99022.58854
4/1/2017,83785.68613,98896.46066
4/2/2017,87541.85183,98772.11482
4/3/2017,98114.58534,98649.36333
4/4/2017,97695.67688,98528.02113
4/5/2017,96345.72198,98407.9068
4/6/2017,102409.5587,98288.84345
4/7/2017,92357.87719,98170.65973
4/8/2017,82981.06214,98053.19067
4/9/2017,97509.83551,97936.27864
4/10/2017,93884.32284,97819.77423
4/11/2017,103571.406,97703.53706
4/12/2017,110010.7095,97587.43664
4/13/2017,109222.0441,97471.35316
4/14/2017,85162.36654,97355.17825
4/15/2017,85398.43921,97238.81568
4/16/2017,97350.72488,97122.18204
4/17/2017,98391.33319,97005.20739
4/18/2017,98926.28106,96887.83582
4/19/2017,102254.8964,96770.02598
4/20/2017,103968.4525,96651.75158
4/21/2017,97269.57024,96533.00179
4/22/2017,89391.18241,96413.78159
4/23/2017,91264.00644,96294.11213
4/24/2017,92358.83844,96174.03088
4/25/2017,87052.70812,96053.59191
4/26/2017,90732.55454,95932.86592
4/27/2017,98090.10207,95811.94031
4/28/2017,102395.778,95690.91918
4/29/2017,86435.35624,95569.9232
4/30/2017,80372.97495,95449.08948
5/1/2017,107260.5662,95328.57132
5/2/2017,109746.0033,95208.53792
5/3/2017,105398.144,95089.17403
5/4/2017,104959.1444,94970.67946
5/5/2017,97601.0587,94853.26864
5/6/2017,89939.80877,94737.17
5/7/2017,90953.38111,94622.62536
5/8/2017,104278.8753,94509.8892
5/9/2017,107169.8986,94399.22792
5/10/2017,104957.6552,94290.91901
5/11/2017,102111.8754,94185.25016
5/12/2017,93456.77067,94082.5183
5/13/2017,89418.2705,93983.02865
5/14/2017,84606.74515,93887.09364
5/15/2017,94026.15136,93795.03182
5/16/2017,100948.9812,93707.16673
5/17/2017,93898.14766,93623.82572
5/18/2017,91071.04633,93545.33874
5/19/2017,97583.81985,93472.03709
5/20/2017,92527.10571,93404.25212
5/21/2017,88832.45226,93342.31397
5/22/2017,98779.79996,93286.5502
5/23/2017,100424.8896,93237.28447
5/24/2017,89072.11505,93194.83522
5/25/2017,95551.36894,93159.51425
5/26/2017,102743.4513,93131.62539
5/27/2017,99151.38026,93111.46316
5/28/2017,97926.80728,93099.31137
5/29/2017,102642.3424,93095.44184
5/30/2017,101281.909,93100.11302
5/31/2017,101197.1287,93113.56873
6/1/2017,89640.79087,93136.03688
6/2/2017,83408.07436,93167.72819
6/3/2017,83723.80857,93208.83506
6/4/2017,78873.12906,93259.53034
6/5/2017,101164.6717,93319.96624
6/6/2017,99569.25413,93390.27325
6/7/2017,99181.42247,93470.55917
6/8/2017,94830.73509,93560.90809
6/9/2017,78840.01853,93661.37958
6/10/2017,64930.52696,93772.00778
6/11/2017,77568.16701,93892.80075
6/12/2017,95470.63076,94023.73971
6/13/2017,91501.71052,94164.7785
6/14/2017,81442.86112,94315.84304
6/15/2017,90467.86597,94476.83089
6/16/2017,83974.57107,94647.61095
6/17/2017,77953.6386,94828.02318
6/18/2017,73202.21793,95017.87842
6/19/2017,105076.3176,95216.95836
6/20/2017,95759.57387,95425.01556
6/21/2017,92564.74611,95641.77356
6/22/2017,97703.85567,95866.92709
6/23/2017,104645.552,96100.14245
6/24/2017,104783.778,96341.05785
6/25/2017,101046.3672,96589.284
6/26/2017,102558.1267,96844.40466
6/27/2017,100258.3031,97105.97741
6/28/2017,106226.9684,97373.53442
6/29/2017,115151.3827,97646.58335
6/30/2017,111189.1006,97924.60839
7/1/2017,99417.35353,98207.0713
7/2/2017,104646.0593,98493.41262
7/3/2017,95259.79704,98783.05292
7/4/2017,106364.916,99075.39413
7/5/2017,106587.5651,99369.82101
7/6/2017,109700.7503,99665.70259
7/7/2017,104878.4247,99962.39381
7/8/2017,97524.5486,100259.2371
7/9/2017,103262.6018,100555.5642
7/10/2017,101532.0084,100850.6978
7/11/2017,97561.50583,101143.9532
7/12/2017,99304.98201,101434.6408
7/13/2017,100752.7785,101722.0673
7/14/2017,107356.2842,102005.5381
7/15/2017,101261.6354,102284.3588
7/16/2017,88526.67882,102557.8381
7/17/2017,105445.0735,102825.2887
7/18/2017,111983.8442,103086.0303
7/19/2017,115108.5586,103339.3911
7/20/2017,109710.9248,103584.7099
7/21/2017,105720.2646,103821.3385
7/22/2017,104261.7354,104048.6434
7/23/2017,98189.49055,104266.0077
7/24/2017,94625.12282,104472.8336
7/25/2017,101672.0761,104668.5437
7/26/2017,101097.7626,104852.5836
7/27/2017,94710.8681,105024.4232
7/28/2017,90419.75487,105183.5589
7/29/2017,94498.11713,105329.515
